dataset,best_model,feature,importance,used_in_model,source_features,analysis_method,importance_percent
all_weather,Gradient Boosting,irradiance,0.9982013109526777,True,irradiance,feature_importances_,99.87780606786644
all_weather,Gradient Boosting,temperature,0.0012212337059476367,True,"ambient_temperature, module_temperature",feature_importances_,0.12219393213355775
all_weather,Gradient Boosting,voltage,0.0,False,not used,feature_importances_,0.0
all_weather,Gradient Boosting,current,0.0,False,not used,feature_importances_,0.0
