system_id,system_public_name,site_location,timezone_or_utc_offset,latitude,longitude,elevation_m,dc_capacity_kW,kg_climate,pvcz_composite,pvcz_t_rack,pvcz_t_roof,pvcz_humidity,pvcz_wind,tracking,type,azimuth,tilt,first_timestamp,last_timestamp,years,number_records,dataset_size_mb,available_sensor_channels,qa_status,qa_issue,,,,,
10986,Pvoutput.org 29th and Moraga SF,ZIP: 94122,America/Los_Angeles,37.75838,-122.48478,78.10027313,5.94,Csb,33,3,6,3,1,fixed,unknown,180,1,3/7/2018 14:20,2/14/2025 14:00,6.9479,738086,16.89,2,pass,,,,,,
10987,Pvoutput.org 1.21 Jigga Watts,ZIP: 92131,America/Los_Angeles,32.911244,-117.076559,247.8875732,4.5,Bsk,34,4,6,3,0,fixed,unknown,225,17,3/23/2018 7:05,2/14/2025 14:10,6.9041,371438,8.5,2,fail,less than 1.0 years data,,,,,
10988,Pvoutput.org Astobas,ZIP: 84065,America/Denver,40.484148,-111.907459,1367.660156,3.92,Dfa,24,4,7,2,2,fixed,unknown,135,30,3/7/2018 13:35,12/14/2024 19:00,6.778,155936,3.57,2,fail,less than 1.0 years data,,,,,
10991,Pvoutput.org Mueller,ZIP: 83642,America/Boise,43.571132,-116.365387,811.5775146,6.51,Csb,13,3,6,1,2,fixed,unknown,180,1,3/13/2018 8:00,2/14/2025 14:45,6.9315,733460,16.79,2,pass,,,,,,
10992,Pvoutput.org Norwich Congregational Church,ZIP: 05055,America/New_York,43.735335,-72.29086,232.2063904,10.64,Dfb,33,3,5,3,0,fixed,unknown,225,30,12/30/2018 7:35,2/14/2025 16:05,6.1315,621986,14.24,2,pass,,,,,,
10996,Pvoutput.org PVBaller,ZIP: 92128,America/Los_Angeles,32.979561,-117.069939,195.8531494,5.015,Bsk,34,4,6,3,0,fixed,unknown,135,18,3/21/2018 6:35,2/14/2025 13:00,6.9095,728842,16.68,2,pass,,,,,,
10997,Pvoutput.org EWrdPR,ZIP: 10576,America/New_York,41.212954,-73.58409,173.2147522,9.6,Cfa,33,3,6,3,3,fixed,unknown,225,15,3/25/2018 7:05,2/14/2025 17:00,6.8986,580248,13.28,2,pass,,,,,,
10998,Pvoutput.org GodIsTheSun,ZIP: 84095,America/Denver,40.561598,-111.96088,1394.142578,12.54,Dfb,24,4,7,2,2,fixed,unknown,135,1,3/26/2018 7:35,2/14/2025 14:50,6.8958,768774,17.6,2,pass,,,,,,
10999,Pvoutput.org Minneapolis,ZIP: 55407,America/Chicago,44.934915,-93.25424,257.8556519,7.83,Dfa,33,3,5,3,3,fixed,unknown,180,45,3/28/2018 8:55,2/14/2025 16:45,6.8904,707996,16.2,2,pass,,,,,,
11000,Pvoutput.org Glacier,ZIP: 92120,America/Los_Angeles,32.794449,-117.07221,107.9978714,5.886,Bsk,34,4,6,3,0,fixed,unknown,270,1,12/30/2018 8:45,2/14/2025 14:45,6.1315,208622,4.77,2,pass,,,,,,
11002,Pvoutput.org Ho Ho Kus Solar,ZIP: 07423,America/New_York,41.001695,-74.10239,38.00658798,10.2,Dfa,33,3,6,3,3,fixed,unknown,135,1,4/9/2018 6:20,2/14/2025 17:15,6.8575,735732,16.84,2,pass,,,,,,
11003,Pvoutput.org SkyNRG04,ZIP: 20180,America/New_York,39.261906,-77.64239,147.051178,5.67,Cfa,34,4,6,3,2,fixed,unknown,180,29,4/10/2018 15:45,2/14/2025 17:55,6.8547,668934,15.31,2,pass,,,,,,
11005,Pvoutput.org Stetter Home,ZIP: 20141,America/New_York,39.119917,-77.77328,170.5119019,13.2,Cfa,34,4,6,3,3,fixed,unknown,180,33,4/11/2018 6:50,2/14/2025 17:45,6.852,743850,17.03,2,pass,,,,,,
11007,Pvoutput.org Cornelius Electra,ZIP: 80433,America/Denver,39.514738,-105.31198,2548.621826,9,Dfb,12,2,5,1,3,fixed,unknown,180,20,4/14/2018 6:35,2/27/2025 9:15,6.8794,886534,20.29,2,pass,Less than 10% daytime values,,,,,
11009,Pvoutput.org The Homestead,ZIP: 55448,America/Chicago,45.186232,-93.29635,267.7267761,20.16,Dfb,33,3,5,3,3,fixed,unknown,180,33,4/20/2018 9:40,2/14/2025 18:10,6.8273,703410,16.1,2,pass,,,,,,
11010,Pvoutput.org 2 Chestnut St,ZIP: 02053,America/New_York,42.151526,-71.42315,68.2845993,10.23,Dfa,33,3,6,3,3,fixed,unknown,180,1,4/19/2018 6:50,2/14/2025 19:20,6.8301,810942,18.56,2,pass,,,,,,
11012,Pvoutput.org SkyNRG05,ZIP: 20171,America/New_York,39.00035,-77.379178,94.49714661,9.1,Cfa,34,4,7,3,3,fixed,unknown,180,1,4/23/2018 16:20,2/14/2025 21:10,6.8191,817462,18.71,2,pass,,,,,,
11013,Pvoutput.org Micro Madness,ZIP: 08884,America/New_York,40.39159,-74.39329,8.523869514,8.4,Cfa,34,4,6,3,3,fixed,unknown,225,16,12/30/2018 7:35,2/14/2025 17:30,6.1315,526942,12.06,2,pass,,,,,,
11014,Pvoutput.org TCH Home,ZIP: 32405,America/Chicago,30.195424,-85.66458,10.84387398,13.725,Cfa,45,5,7,4,3,fixed,unknown,0,33,8/28/2019 6:05,2/14/2025 17:30,5.4712,596346,13.65,2,pass,,,,,,
11016,Pvoutput.org CrazyLoveHawk,ZIP: 01801,America/New_York,42.484545,-71.15206,32.52088928,11.39,Dfa,33,3,6,3,3,fixed,unknown,225,1,4/30/2018 5:35,2/14/2025 21:45,6.8,898056,20.55,2,pass,,,,,,
11017,Pvoutput.org blahHome,ZIP: 27617,America/New_York,35.906016,-78.743197,127.3848953,8.41,Cfa,34,4,7,3,3,fixed,unknown,225,1,12/30/2018 8:20,2/14/2025 20:05,6.1315,606574,13.88,2,pass,,,,,,
11018,Pvoutput.org Feel The Power,ZIP: 45377,America/New_York,39.889356,-84.2051,304.3344421,3.5,Cfa,34,4,6,3,3,fixed,unknown,180,30,5/2/2018 6:35,2/14/2025 20:00,6.7945,239406,5.48,2,fail,less than 1.0 years data,,,,,
11019,Pvoutput.org Vermont Prism Solar Bifacial,ZIP: 05401,America/New_York,44.485577,-73.221464,63.53614044,5.22,Dfb,32,2,5,3,3,fixed,unknown,180,30,2/5/2019 7:50,2/15/2025 12:50,6.0328,609444,13.95,2,pass,,,,,,
11020,Pvoutput.org Pams Home,ZIP: 08721,America/New_York,39.902851,-74.16037,17.7617569,7.25,Cfa,33,3,6,3,3,fixed,unknown,180,16,5/7/2018 6:00,2/15/2025 9:00,6.7835,710252,16.26,2,pass,,,,,,
11021,Pvoutput.org Candy Manor,ZIP: 99353,America/Los_Angeles,46.297139,-119.35457,177.7925568,12,Bsk,23,3,5,2,2,fixed,unknown,225,20,5/9/2018 5:45,2/15/2025 9:30,6.778,248180,5.68,2,pass,,,,,,
11022,Pvoutput.org Utah LG NeonR360w Enphase IQ6+,ZIP: 84058,America/Denver,40.342227,-111.69522,1492.34729,9.72,Dfa,24,4,7,2,2,fixed,unknown,180,9.46,5/17/2018 6:50,2/15/2025 11:45,6.7561,671222,15.36,2,pass,,,,,,
11023,Pvoutput.org 2641 Idlewood Cir,ZIP: 28209,America/New_York,35.178543,-80.85375,204.6776886,7.8,Cfa,35,5,7,3,2,fixed,unknown,180,1,5/20/2018 6:20,6/8/2024 14:45,6.0575,632062,14.47,2,pass,,,,,,
11024,Pvoutput.org United States 33067,ZIP: 33067,America/New_York,26.3007,-80.22727,3.954028845,26.55,Am,45,5,7,4,4,fixed,unknown,0,25,5/18/2018 6:20,2/15/2025 14:00,6.7534,233930,5.35,2,fail,less than 1.0 years data,,,,,
11025,Pvoutput.org Peart,ZIP: 24439,America/New_York,37.986418,-79.503338,453.5697021,14.04,Cfa,33,3,6,3,3,fixed,unknown,180,32,5/19/2018 6:20,2/15/2025 14:15,6.7506,896266,20.51,2,pass,,,,,,
11030,Pvoutput.org FallbrookPowerGen,ZIP: 92028,America/Los_Angeles,33.329994,-117.176283,0,5.28,Csa,34,4,7,3,0,fixed,unknown,135,25,5/24/2018 14:05,2/15/2025 9:30,6.7369,715244,16.37,2,pass,,,,,,
11031,Pvoutput.org Hopi RD,ZIP: 92307,America/Los_Angeles,34.538622,-117.17729,0,11.6,Bsk,34,4,7,3,1,fixed,unknown,135,1,5/26/2018 4:00,2/15/2025 10:45,6.7315,811864,18.58,2,pass,,,,,,
11032,Pvoutput.org Nath Home Panels: Net,ZIP: 94110,America/Los_Angeles,37.74873,-122.41545,0,4.2,Csb,33,3,6,3,1,fixed,unknown,180,25,6/6/2018 11:50,2/15/2025 11:35,6.7013,682390,15.62,2,pass,,,,,,
11033,Pvoutput.org SolahVee,ZIP: 02878,America/New_York,41.629413,-71.18724,0,8.125,Cfa,33,3,6,3,3,fixed,unknown,135,26,12/30/2018 7:45,2/15/2025 14:40,6.1342,581110,13.3,2,pass,,,,,,
11034,Pvoutput.org 332NPC,ZIP: 94553,America/Los_Angeles,37.998912,-122.11501,0,4.27,Csb,34,4,7,3,1,fixed,unknown,180,1,6/10/2018 5:50,2/15/2025 9:45,6.6904,708286,16.21,2,pass,,,,,,
11035,Pvoutput.org Westport,ZIP: 06880,America/New_York,41.140896,-73.35178,0,12.395,Cfa,33,3,6,3,3,fixed,unknown,180,26,6/10/2018 5:35,2/15/2025 16:15,6.6904,742676,17,2,pass,,,,,,
11037,Pvoutput.org SunPower Equinox,ZIP: 94577,America/Los_Angeles,37.722279,-122.15702,0,8.05,Csb,33,3,6,3,1,fixed,unknown,135,17,6/24/2018 6:25,2/15/2025 13:50,6.652,846128,19.37,2,pass,,,,,,
11038,Pvoutput.org rthomp32,ZIP: 21122,America/New_York,39.125776,-76.51863,0,19.5,Cfa,34,4,7,3,3,fixed,unknown,0,1,6/14/2018 5:35,2/15/2025 17:00,6.6794,856314,19.6,2,pass,,,,,,
11039,Pvoutput.org Casa de Bob,ZIP: 48170,America/Detroit,42.370837,-83.4856,0,5.015,Dfa,33,3,6,3,3,fixed,unknown,180,30,6/30/2018 6:05,2/14/2025 19:30,6.6328,674856,15.45,2,pass,,,,,,
11041,Pvoutput.org Arcadia Ridge - Sirius Grove,ZIP: 78245,America/Chicago,29.412338,-98.70484,0,9,Cfa,45,5,8,4,2,fixed,unknown,180,21,6/14/2018 9:00,2/15/2025 16:30,6.6794,417862,9.56,2,pass,,,,,,
11043,Pvoutput.org Woodland-DonnerWay,ZIP: 95695,America/Los_Angeles,38.697238,-121.80944,0,5.795,Csa,33,3,6,3,1,fixed,unknown,90,1,6/27/2018 8:05,2/15/2025 15:15,6.6438,694890,15.9,2,pass,,,,,,
11047,Pvoutput.org Roof Mount - Batavia OH,ZIP: 45103,America/New_York,39.082894,-84.15319,0,9.61,Cfa,34,4,7,3,2,fixed,unknown,135,14,7/8/2018 6:30,2/15/2025 19:15,6.6136,196226,4.49,2,pass,,,,,,
11048,Pvoutput.org Nelson Solar Garage,ZIP: 53066,America/Chicago,43.108241,-88.48935,0,6.24,Dfb,33,3,6,3,3,fixed,unknown,180,30,7/10/2018 5:35,2/13/2025 16:45,6.6027,625572,14.32,2,pass,,,,,,
11049,Pvoutput.org Home Wolf River,ZIP: 93312,America/Los_Angeles,35.39068,-119.18583,0,7,Bsh,34,4,7,3,1,fixed,unknown,270,26.6,7/10/2018 5:55,2/15/2025 16:00,6.6082,651274,14.91,2,pass,,,,,,
11050,Pvoutput.org shuebacca,ZIP: 95123,America/Los_Angeles,37.244426,-121.83246,0,3.685,Csb,25,5,7,2,1,fixed,unknown,180,18.43,7/11/2018 19:50,2/15/2025 17:05,6.6054,689922,15.79,2,pass,,,,,,
11051,Pvoutput.org staver-temp,ZIP: 80016,America/Denver,39.595115,-104.7485,0,7.83,Bsk,23,3,6,2,0,fixed,unknown,0,1,7/12/2018 5:55,2/15/2025 17:00,6.6027,669924,15.33,2,pass,,,,,,
11052,Pvoutput.org Mile High Home,ZIP: 80033,America/Denver,39.774341,-105.10036,0,9.72,Dfb,12,2,4,1,3,fixed,unknown,225,10,8/27/2018 5:45,2/15/2025 18:00,6.4767,845328,19.35,2,pass,,,,,,
11053,Pvoutput.org tuege99,ZIP: 52338,America/Chicago,41.854953,-91.599775,0,13.6,Dfa,33,3,6,3,3,fixed,unknown,180,28,7/16/2018 5:35,2/16/2025 18:05,6.5945,684652,15.67,2,pass,,,,,,
11054,Pvoutput.org MitraHomeSolar,ZIP: 01746,America/New_York,42.187862,-71.433249,0,5.61,Dfa,33,3,6,3,3,fixed,unknown,180,0,7/24/2018 5:40,2/16/2025 20:25,6.5726,627300,14.36,2,pass,,,,,,
11057,Pvoutput.org WSS II,ZIP: 02090,America/New_York,42.212949,-71.20735,0,3.45,Dfa,33,3,6,3,3,fixed,unknown,135,24,8/1/2018 9:00,3/11/2025 16:00,6.6136,213998,4.9,2,pass,,,,,,
11058,Pvoutput.org 10 KW Self Install,ZIP: 49285,America/Detroit,42.458785,-84.19374,0,11.2,Dfb,33,3,6,3,3,fixed,unknown,180,31,7/31/2018 6:20,2/16/2025 19:30,6.5534,652524,14.94,2,pass,,,,,,
11061,Pvoutput.org Keller Residence,ZIP: 63135,America/Chicago,38.74785,-90.30258,0,13.02,Cfa,34,4,7,3,3,fixed,unknown,180,1,8/5/2018 6:05,2/16/2025 19:15,6.5397,708906,16.23,2,pass,,,,,,
11062,Pvoutput.org RP SolarSetup,ZIP: 92129,America/Los_Angeles,32.944359,-117.125658,0,6.03,Bsk,34,4,6,3,0,fixed,unknown,225,23,8/9/2018 6:15,2/16/2025 19:30,6.5287,290212,6.64,2,pass,,,,,,
11063,Pvoutput.org BriarPatch,ZIP: 98036,America/Los_Angeles,47.808816,-122.28394,0,9.15,Csb,33,3,5,3,1,fixed,unknown,180,1,8/5/2018 6:05,2/16/2025 19:25,6.5397,652746,14.94,2,pass,,,,,,
11064,Pvoutput.org Panasonic HIT 35x315W TX,ZIP: 75166,America/Chicago,33.022051,-96.43601,0,11.025,Cfa,35,5,7,3,2,fixed,unknown,180,15,8/13/2018 14:05,2/16/2025 20:15,6.5178,826660,18.92,2,pass,,,,,,
11065,Pvoutput.org PMUTAH,ZIP: 84042,America/Denver,40.338552,-111.7162,0,12.95,Dfa,24,4,7,2,2,fixed,unknown,180,1,8/13/2018 6:40,2/16/2025 18:00,6.5178,681534,15.6,2,pass,,,,,,
11066,Pvoutput.org JDLT1,ZIP: 92336,America/Los_Angeles,34.125147,-117.45818,0,7.59,Csa,33,3,6,3,1,fixed,unknown,180,25,8/12/2018 6:05,2/16/2025 19:30,6.5205,679548,15.55,2,pass,,,,,,
11067,Pvoutput.org DrZzs Sunsuckinator,ZIP: 84004,America/Denver,40.465161,-111.76279,0,11.7,Dfa,24,4,7,2,2,fixed,unknown,180,36,8/14/2018 15:50,2/16/2025 19:45,6.515,643590,14.73,2,pass,,,,,,
11068,Pvoutput.org Weston 1,ZIP: 04032,America/New_York,43.843778,-70.10172,0,14.52,Dfb,33,3,6,3,3,fixed,unknown,135,26,8/16/2018 14:50,2/15/2025 18:30,6.5068,228558,5.23,2,fail,less than 1.0 years data,,,,,
11070,Pvoutput.org Cuesta Lane,ZIP: 93063,America/Los_Angeles,34.277681,-118.661539,0,7.59,Csb,34,4,7,3,1,fixed,unknown,135,1,8/18/2018 6:00,2/16/2025 19:35,6.5041,678450,15.53,2,pass,,,,,,
11072,Pvoutput.org Pramods_PV,ZIP: 01748,America/New_York,42.220447,-71.53418,0,10.23,Dfb,33,3,6,3,3,fixed,unknown,270,0,8/18/2018 6:30,2/16/2025 17:15,6.5041,677464,15.51,2,pass,,,,,,
11075,Pvoutput.org WoodPanels,ZIP: 80534,America/Denver,40.335398,-104.91477,0,4.02,Bsk,12,2,5,1,3,fixed,unknown,90,1,12/30/2018 7:05,2/16/2025 19:30,6.1369,651810,14.92,2,pass,,,,,,
11076,Pvoutput.org crescent ave house,ZIP: 14216,America/New_York,42.949707,-78.85923,0,4.68,Dfb,33,3,5,3,3,fixed,unknown,180,1,9/10/2018 7:20,2/16/2025 15:30,6.441,620630,14.21,2,pass,,,,,,
11077,Pvoutput.org Home08043,ZIP: 08043,America/New_York,39.853813,-74.938535,0,9.57,Cfa,34,4,6,3,3,fixed,unknown,135,32,10/4/2018 7:20,2/16/2025 17:20,6.3753,650502,14.89,2,pass,,,,,,
11078,Pvoutput.org Zef System,ZIP: 45053,America/New_York,39.352687,-84.78591,0,11.505,Cfa,34,4,7,3,2,fixed,unknown,270,37,9/22/2018 7:30,2/16/2025 22:00,6.4082,227198,5.2,2,pass,,,,,,
11079,Pvoutput.org PV Power,ZIP: 59808,America/Denver,46.92275,-114.07639,0,8.4,Dfb,23,3,6,2,2,fixed,unknown,270,27,9/18/2018 12:05,2/16/2025 19:45,6.4191,588810,13.48,2,pass,,,,,,
11080,Pvoutput.org Delta7,ZIP: 60020,America/Chicago,42.409445,-88.17822,0,13.2,Dfa,33,3,6,3,3,fixed,unknown,0,1,10/12/2018 14:50,2/16/2025 19:30,6.3534,666190,15.25,2,pass,,,,,,
11081,Pvoutput.org Sikes Plantation,ZIP: 29642,America/New_York,34.789884,-82.56459,0,12.6,Cfa,35,5,7,3,2,fixed,unknown,225,35,9/27/2018 7:35,2/16/2025 20:15,6.3945,659952,15.11,2,pass,,,,,,
11082,Pvoutput.org Oakhurst1,ZIP: 93644,America/Los_Angeles,37.405699,-119.56754,0,14.08,Csa,25,5,8,2,1,fixed,unknown,180,27,9/26/2018 7:05,2/16/2025 19:30,6.3972,636978,14.58,2,pass,,,,,,
11086,Pvoutput.org Pickard,ZIP: 05482,America/New_York,44.388556,-73.22318,47.15219498,16.2,Dfb,33,3,5,3,3,fixed,unknown,270,35,12/30/2018 7:55,2/15/2025 10:10,6.1342,621278,14.22,2,pass,,,,,,
11087,Pvoutput.org Rochester - Chili,ZIP: 14514,America/New_York,43.119815,-77.805369,177.7635803,4.905,Dfb,33,3,5,3,3,fixed,unknown,180,10,10/3/2018 9:15,2/16/2025 22:00,6.378,690122,15.8,2,pass,,,,,,
11088,Pvoutput.org Cessna,ZIP: 33569,America/New_York,27.847802,-82.31799,17.78811455,16.425,Cfa,45,5,8,4,4,fixed,unknown,180,14,10/29/2018 7:40,2/17/2025 10:20,6.3095,661920,15.15,2,pass,,,,,,
11089,Pvoutput.org Garner Iowa 50438,ZIP: 50438,America/Chicago,43.099648,-93.610073,369.5017395,8.625,Dfa,33,3,6,3,3,fixed,unknown,180,22,10/20/2018 7:45,2/17/2025 10:30,6.3342,590280,13.51,2,pass,,,,,,
11090,Pvoutput.org SC Solar,ZIP: 27613,America/New_York,35.920341,-78.741822,160.6242828,10.08,Cfa,34,4,7,3,3,fixed,unknown,90,34,12/30/2018 8:05,2/17/2025 11:30,6.1397,656796,15.03,2,pass,,,,,,
11091,Pvoutput.org DiStasio,ZIP: 22580,America/New_York,38.095772,-77.44404,64.48499298,5.22,Cfa,34,4,7,3,3,fixed,unknown,180,1,10/8/2018 17:50,3/20/2023 21:15,4.4493,437592,10.02,2,pass,,,,,,
11092,Pvoutput.org Sanders Ion Solar System,ZIP: 80109,America/Denver,39.380857,-104.89947,1956.115112,7.2,Bsk,23,3,6,2,3,fixed,unknown,180,21,11/22/2018 7:05,2/17/2025 10:55,6.2438,638404,14.61,2,pass,,,,,,
11093,Pvoutput.org DesiWoods,ZIP: 60047,America/Chicago,42.199957,-88.05859,251.3045807,7.59,Dfa,33,3,6,3,3,fixed,unknown,180,40,10/22/2018 7:05,2/17/2025 12:00,6.3287,264336,6.05,2,fail,less than 1.0 years data,,,,,
11094,Pvoutput.org SE5000H,ZIP: 28270,America/New_York,35.113906,-80.7613,207.3656616,4.41,Cfa,34,4,7,3,3,fixed,unknown,225,35,10/23/2018 7:35,2/17/2025 13:30,6.326,371182,8.5,2,fail,"Less than 10% daytime values, less than 1.0 years data",,,,,
11095,Pvoutput.org Hance,ZIP: 46060,America/Indiana/Indianapolis,40.050109,-85.99815,238.2736664,16.5,Dfa,34,4,6,3,3,fixed,unknown,180,30,6/30/2019 13:55,2/17/2025 14:20,5.641,607324,13.9,2,pass,,,,,,
11096,Pvoutput.org Wood Acre,ZIP: 78733,America/Chicago,30.341557,-97.854345,185.3123016,7.245,Cfa,45,5,8,4,2,fixed,unknown,135,30,10/21/2018 7:50,2/17/2025 13:25,6.3315,675368,15.46,2,pass,,,,,,
11097,Pvoutput.org Treviso Drive,ZIP: 34759,America/New_York,28.094144,-81.48395,32.10251236,6,Cfa,45,5,8,4,4,fixed,unknown,180,1,10/21/2018 7:45,2/17/2025 13:10,6.3315,656642,15.03,2,pass,,,,,,
11098,Pvoutput.org 4.8kw PV System in Northern CA,ZIP: 95376,America/Los_Angeles,37.728417,-121.42399,23.71044159,4.8,Csa,33,3,6,3,1,fixed,unknown,270,22,10/24/2018 7:05,2/17/2025 11:15,6.3232,665940,15.24,2,pass,,,,,,
11099,Pvoutput.org CWC shingle protection system,ZIP: 80516,America/Denver,40.051051,-105.02767,1556.719849,6.82,Bsk,12,2,5,1,3,fixed,unknown,180,35,10/25/2018 7:05,2/17/2025 12:35,6.3205,591052,13.53,2,pass,,,,,,
11100,Pvoutput.org Overman Solar,ZIP: 47403,America/Indiana/Indianapolis,39.121719,-86.57409,243.3274689,8.4,Cfa,34,4,6,3,3,fixed,unknown,180,30,3/2/2020 7:20,2/17/2025 15:15,4.9671,234596,5.37,2,fail,less than 1.0 years data,,,,,
11102,Pvoutput.org DBS HOME,ZIP: 92071,America/Los_Angeles,32.840356,-116.997093,99.7481308,7.59,Csa,34,4,6,3,0,fixed,unknown,180,19,1/9/2019 6:50,2/17/2025 13:30,6.1123,304488,6.97,2,fail,less than 1.0 years data,,,,,
11103,Pvoutput.org Pattches,ZIP: 92557,America/Los_Angeles,33.957957,-117.24833,521.7298584,6.6,Csa,33,3,6,3,1,fixed,unknown,180,22,11/25/2018 6:30,2/17/2025 13:15,6.2356,215878,4.94,2,pass,,,,,,
11106,Pvoutput.org TG&E,ZIP: 94563,America/Los_Angeles,37.899882,-122.171089,282.1653748,7,Csb,34,4,7,3,1,fixed,unknown,135,12,11/5/2018 12:15,2/17/2025 13:30,6.2904,221586,5.07,2,pass,,,,,,
11107,Pvoutput.org Das,ZIP: 32653,America/New_York,29.735832,-82.39008,57.46416855,6.54,Cfa,45,5,8,4,4,fixed,unknown,135,25,11/13/2018 12:50,2/17/2025 16:30,6.2684,638194,14.61,2,pass,,,,,,
11108,Pvoutput.org Vasowalla,ZIP: 01810,America/New_York,42.664042,-71.163842,46.13029861,10.72,Dfb,33,3,6,3,3,fixed,unknown,135,20,11/15/2018 6:35,2/17/2025 16:45,6.263,637806,14.6,2,pass,,,,,,
11111,Pvoutput.org BK Hobby,ZIP: 08081,America/New_York,39.741385,-74.99035,49.87175369,7.68,Cfa,34,4,6,3,3,fixed,unknown,180,35,11/20/2018 7:05,2/17/2025 17:30,6.2493,821294,18.8,2,pass,,,,,,
11112,Pvoutput.org Shepherds Way,ZIP: 04005,America/New_York,43.480704,-70.45871,37.5055542,10.89,Dfb,33,3,6,3,3,fixed,unknown,225,1,11/28/2018 9:30,3/11/2025 16:00,6.2876,217822,4.99,2,pass,,,,,,
11113,Pvoutput.org Los Angeles Home,ZIP: 90042,America/Los_Angeles,34.114558,-118.19233,201.4619904,6.93,Csb,33,3,6,3,1,fixed,unknown,180,13,11/26/2018 6:35,2/17/2025 15:30,6.2328,321120,7.35,2,pass,Filtered time series less than 1.0 years data,,,,,
11114,Pvoutput.org JAHNMAKANDA1,ZIP: 62958,America/Chicago,37.612173,-89.17587,217.138855,8.99,Cfa,34,4,7,3,3,fixed,unknown,180,30,12/4/2018 7:35,2/17/2025 17:30,6.2109,642404,14.7,2,pass,,,,,,
11117,Pvoutput.org OurHouseTX,ZIP: 77573,America/Chicago,29.502759,-95.08906,6.047111034,23.45,Cfa,45,5,7,4,4,fixed,unknown,0,40,7/9/2019 6:20,2/17/2025 19:40,5.6164,728076,16.66,2,pass,,,,,,
11118,Pvoutput.org MuxingHam Mannor,ZIP: 87048,America/Denver,35.229614,-106.62141,1528.383545,10.2,Bsk,23,3,6,2,3,fixed,unknown,180,25,12/17/2018 15:05,2/17/2025 18:00,6.1753,216720,4.96,2,fail,less than 1.0 years data,,,,,
11119,Pvoutput.org Dunder Mifflin,ZIP: 92020,America/Los_Angeles,32.77518,-116.935789,205.7167816,4.64,Csa,34,4,6,3,0,fixed,unknown,225,18.4,12/17/2018 8:50,2/17/2025 18:25,6.1753,830176,19,2,pass,,,,,,
11120,Pvoutput.org Alewife Brook Solar,ZIP: 02144,America/New_York,42.399546,-71.12165,16.62836838,8.4,Dfa,33,3,6,3,3,fixed,unknown,90,1,12/18/2018 7:20,2/17/2025 17:15,6.1726,615646,14.09,2,pass,,,,,,
11121,Pvoutput.org Ypsilanti Performance Space,ZIP: 48197,America/Detroit,42.223482,-83.63316,231.5009155,31.5,Dfa,33,3,6,3,3,fixed,unknown,180,38,12/18/2018 8:05,2/17/2025 20:15,6.1726,663578,15.19,2,pass,,,,,,
11122,Pvoutput.org enphase solar,ZIP: 89138,America/Los_Angeles,35.927901,-114.972061,735.1297607,7.92,Bwh,26,6,9,2,2,fixed,unknown,0,1,12/21/2018 6:45,2/17/2025 16:45,6.1643,660336,15.11,2,pass,,,,,,
11123,Pvoutput.org Riverside Drive,ZIP: 99026,America/Los_Angeles,47.801194,-117.59325,472.2956543,7.28,Dsb,24,4,6,2,2,fixed,unknown,180,1,12/24/2018 19:50,2/17/2025 19:35,6.1561,722792,16.54,2,pass,,,,,,
11125,Pvoutput.org Michaels System,ZIP: 93720,America/Los_Angeles,36.865587,-119.75917,114.619133,8.32,Bsk,34,4,7,3,1,fixed,unknown,180,1,5/22/2019 5:35,2/17/2025 19:30,5.7479,653362,14.95,2,pass,,,,,,
11126,Pvoutput.org Abhihome,ZIP: 92503,America/Los_Angeles,33.91355,-117.46052,229.0709991,9.9,Csa,33,3,6,3,1,fixed,unknown,90,1,12/25/2018 7:05,2/17/2025 17:45,6.1534,658812,15.08,2,pass,,,,,,
11127,Pvoutput.org Berlin Landing,ZIP: 01503,America/New_York,42.380562,-71.62665,92.37439728,7.35,Dfb,33,3,6,3,3,fixed,unknown,180,22,10/7/2018 4:00,2/17/2025 22:00,6.3698,976476,22.35,2,pass,,,,,,
11128,Pvoutput.org Ocoee,ZIP: 34761,America/New_York,28.574628,-81.52946,45.29992676,8.125,Cfa,45,5,8,4,4,fixed,unknown,135,1,1/3/2019 7:05,2/17/2025 20:15,6.1287,592620,13.56,2,pass,,,,,,
11129,Pvoutput.org Soledad,ZIP: 85741,America/Phoenix,32.338126,-111.04259,688.2753906,9.36,Bsh,35,5,8,3,0,fixed,unknown,180,15,2/6/2019 7:35,2/17/2025 20:15,6.0356,265082,6.07,2,fail,less than 1.0 years data,,,,,
11130,Pvoutput.org West Seattle Rooftop,ZIP: 98116,America/Los_Angeles,47.57487,-122.39392,95.78107452,9.49,Csb,32,2,5,3,0,fixed,unknown,180,1,1/7/2019 14:50,2/17/2025 19:15,6.1178,646044,14.79,2,pass,,,,,,
11131,Pvoutput.org FibHouse,ZIP: 01775,America/New_York,42.423882,-71.51086,63.25919724,11.52,Dfb,33,3,6,3,3,fixed,unknown,180,37,1/6/2019 4:00,2/17/2025 22:00,6.1205,955468,21.87,2,pass,,,,,,
11132,Pvoutput.org Mountain View Mike,ZIP: 94043,America/Los_Angeles,37.40679,-122.07461,12.25474167,9.72,Csb,34,4,7,3,1,fixed,unknown,225,8,1/11/2019 7:20,2/17/2025 20:00,6.1068,695289,15.91,2,pass,,,,,,
