system_id,system_public_name,site_location,timezone_or_utc_offset,latitude,longitude,elevation_m,dc_capacity_kW,kg_climate,pvcz_composite,pvcz_t_rack,pvcz_t_roof,pvcz_humidity,pvcz_wind,tracking,type,azimuth,tilt,first_timestamp,last_timestamp,years,number_records,dataset_size_mb,available_sensor_channels,qa_status,qa_issue,,,,,
10212,Pvoutput.org Dawn-David,ZIP: 91342,America/Los_Angeles,34.328499,-118.426913,507.7799072,5,Csb,34,4,7,3,1,fixed,unknown,270,22.5,10/17/2013 13:45,3/7/2023 15:00,9.3917,1000828,22.91,2,pass,,,,,,
10213,Pvoutput.org Bay Park Solar,ZIP: 92117,America/Los_Angeles,32.79869,-117.202986,51.08882141,3.5,Bsk,34,4,6,3,0,fixed,unknown,180,18.4,10/27/2013 7:10,2/24/2025 7:50,11.3369,1093080,25.02,2,pass,,,,,,
10214,Pvoutput.org FranDaMan,ZIP: 14511,America/New_York,43.002612,-77.86458,209.3417664,6.24,Dfb,33,3,5,3,3,fixed,unknown,180,45,10/30/2013 7:10,2/24/2025 10:45,11.3287,1209890,27.69,2,pass,,,,,,
10215,Pvoutput.org HaoningSantaClara,ZIP: 95051,America/Los_Angeles,37.346241,-121.9846,30.01787186,5.1,Csb,25,5,7,2,1,fixed,unknown,270,18.4,11/3/2013 10:10,2/24/2025 8:25,11.3178,1112040,25.45,2,pass,,,,,,
10216,Pvoutput.org Byrnes PV,ZIP: 03885,America/New_York,43.015756,-70.90192,13.45234489,7.8,Dfb,33,3,6,3,3,fixed,unknown,225,40,11/9/2013 6:45,2/24/2025 11:15,11.3013,525752,12.03,2,pass,,,,,,
10218,Pvoutput.org 5KW MD,ZIP: 21128,America/New_York,39.400296,-76.44639,55.99781799,5.075,Cfa,34,4,7,3,3,fixed,unknown,135,40,12/1/2013 7:00,1/24/2025 14:10,11.1561,1091162,24.97,2,pass,,,,,,
10219,Pvoutput.org Arcadian Grid Utilities,ZIP: 94546,America/Los_Angeles,37.717273,-122.096292,136.0634308,1.44,Csb,33,3,6,3,1,fixed,unknown,225,22.5,12/11/2013 7:15,3/9/2023 14:30,9.2465,963740,22.06,2,pass,,,,,,
10221,Pvoutput.org East Ave Panels,ZIP: 94541,America/Los_Angeles,37.66993,-122.049627,157.7383118,3.12,Csb,33,3,6,3,1,fixed,unknown,180,20,12/11/2013 7:10,1/24/2025 17:15,11.1287,1220763,27.94,2,pass,,,,,,
10222,Pvoutput.org Justpluggedin,ZIP: 92129,America/Los_Angeles,32.992547,-117.09434,232.6162415,7.8,Bsk,34,4,6,3,0,fixed,unknown,225,22.5,3/3/2014 6:10,3/9/2023 14:30,9.0219,604244,13.83,2,pass,,,,,,
10223,Pvoutput.org WATTS for me,ZIP: 95037,America/Los_Angeles,37.107004,-121.648935,101.3553009,5.36,Csb,35,5,8,3,1,fixed,unknown,225,1,12/29/2013 11:50,2/24/2025 8:30,11.1643,1074532,24.59,2,pass,,,,,,
10224,Pvoutput.org BerkshiresPV,ZIP: 01201,America/New_York,42.45384,-73.254,316.1411133,4.5,Dfb,33,3,6,3,3,fixed,unknown,180,34,1/8/2014 7:20,1/24/2025 16:30,11.052,1136100,26,2,pass,,,,,,
10225,Pvoutput.org KB - Carmichael,ZIP: 95608,America/Los_Angeles,38.628371,-121.32702,0,8.25,Csa,34,4,7,3,1,fixed,unknown,180,15,12/30/2013 7:20,1/24/2025 17:05,11.0767,1179820,27,2,pass,,,,,,
10227,Pvoutput.org HomeSolar_SG,ZIP: 75093,America/Chicago,33.03505,-96.80492,0,6.76,Cfa,35,5,7,3,2,fixed,unknown,135,1,1/5/2014 6:55,1/24/2025 15:55,11.0602,1175392,26.9,2,pass,,,,,,
10228,Pvoutput.org SunWizards house,ZIP: 80541,America/Denver,40.529278,-105.372014,0,8.25,Bsk,12,2,5,1,3,fixed,unknown,180,45,1/3/2014 7:30,2/24/2025 9:20,11.1506,556594,12.74,2,pass,Less than 10% daytime values,,,,,
10229,Pvoutput.org KettBVhome,ZIP: 81211,America/Denver,38.840074,-106.148571,0,9.635,Dfc,22,2,5,2,3,fixed,unknown,180,35,4/10/2014 7:25,2/24/2025 9:15,10.8849,1634336,37.41,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10230,Pvoutput.org Fillmore Mtn View,ZIP: 93015,America/Los_Angeles,34.396646,-118.90082,0,2.8,Csb,34,4,7,3,1,fixed,unknown,180,1,2/23/2014 7:00,11/19/2020 10:30,6.7424,604382,13.83,2,pass,,,,,,
10232,Pvoutput.org Barrys Grid,ZIP: 92625,America/Los_Angeles,33.600354,-117.864766,0,8.19,Csa,34,4,7,3,0,fixed,unknown,135,20,12/13/2015 6:40,1/24/2025 17:20,9.1232,760584,17.41,2,pass,,,,,,
10233,Pvoutput.org Casa De Pepin,ZIP: 92882,America/Los_Angeles,33.844716,-117.589099,0,6.5,Csa,34,4,7,3,0,fixed,unknown,180,14,12/31/2015 6:55,1/24/2025 17:20,9.0739,855792,19.59,2,pass,,,,,,
10234,Pvoutput.org Weird Science,ZIP: 92211,America/Los_Angeles,33.759409,-116.32317,0,8,Bwh,34,4,7,3,0,fixed,unknown,270,5,2/7/2014 6:30,3/9/2023 16:05,9.0876,964974,22.09,2,pass,,,,,,
10236,Pvoutput.org Shenandoah,ZIP: 22652,America/New_York,38.89119,-78.388429,0,8.97,Cfa,34,4,6,3,2,fixed,unknown,180,18.4,2/16/2014 7:05,2/24/2025 10:40,11.0301,1114392,25.51,2,pass,,,,,,
10237,Pvoutput.org Ratdogg rooftop,ZIP: 92078,America/Los_Angeles,33.097086,-117.1827,0,4.35,Csa,34,4,6,3,0,fixed,unknown,180,23,2/16/2014 6:30,2/24/2025 8:00,11.0301,997396,22.83,2,pass,,,,,,
10238,Pvoutput.org CBAK,ZIP: 28721,America/New_York,35.60089,-82.93536,0,9.54,Cfb,34,4,7,3,2,fixed,unknown,180,35,2/17/2014 7:15,3/9/2023 15:20,9.0602,940806,21.53,2,pass,,,,,,
10239,Pvoutput.org Fergs_Solar,ZIP: 91040,America/Los_Angeles,34.261221,-118.31887,0,8.5,Csb,34,4,7,3,1,fixed,unknown,225,21,2/21/2014 6:35,3/9/2023 18:00,9.0493,1128162,25.82,2,pass,,,,,,
10242,Pvoutput.org Mills Residence,ZIP: 92131,America/Los_Angeles,32.918035,-117.08438,0,4.25,Bsk,34,4,6,3,0,fixed,unknown,180,25,5/2/2014 5:55,11/19/2020 13:10,6.5561,705018,16.14,2,pass,,,,,,
10243,Pvoutput.org Residence,ZIP: 03245,America/New_York,43.737831,-71.604406,0,4.8,Dfb,33,3,5,3,3,fixed,unknown,225,30,3/10/2014 7:25,1/24/2025 15:30,10.8849,1032812,23.64,2,pass,,,,,,
10244,Pvoutput.org ufee94 +,ZIP: 75075,America/Chicago,33.024721,-96.74038,0,4.64,Cfa,35,5,7,3,2,fixed,unknown,180,27,12/30/2017 7:55,2/24/2025 10:40,7.1589,788316,18.04,2,pass,,,,,,
10245,Pvoutput.org Scotts Residence,ZIP: 63303,America/Chicago,38.753679,-90.535768,159.7158508,11.985,Cfa,34,4,7,3,3,fixed,unknown,180,28,12/31/2014 7:15,1/24/2025 16:10,10.0739,1296874,29.68,2,pass,,,,,,
10246,Pvoutput.org rivina,ZIP: 78733,America/Chicago,30.309255,-97.899819,269.9761963,9,Cfa,45,5,8,4,2,fixed,unknown,180,30,4/10/2014 7:10,1/24/2025 18:00,10.8,608922,13.94,2,pass,,,,,,
10247,Pvoutput.org Watts Going On,ZIP: 98033,America/Los_Angeles,47.669182,-122.183672,128.9764404,7.15,Csb,33,3,5,3,1,fixed,unknown,90,16,10/3/2014 9:40,11/19/2020 14:55,6.1342,617496,14.13,2,pass,,,,,,
10248,Pvoutput.org Haveman Phases 1 and 2,ZIP: 98226,America/Los_Angeles,48.759079,-122.43597,64.46842194,12,Cfb,22,2,5,2,1,fixed,unknown,180,30,12/31/2015 7:55,3/9/2023 18:05,7.1917,753570,17.25,2,pass,,,,,,
10250,Pvoutput.org Ron&Baby,ZIP: 92234,America/Los_Angeles,33.831636,-116.462459,116.4630356,4.73,Bwh,34,4,7,3,0,fixed,unknown,270,30,12/31/2014 6:50,1/24/2025 17:25,10.0739,1062586,24.32,2,pass,,,,,,
10251,Pvoutput.org Rojos Solar System,ZIP: 91740,America/Los_Angeles,34.119245,-117.8548,250.0606995,4.32,Csb,33,3,6,3,1,fixed,unknown,180,1,6/1/2015 6:00,11/19/2020 15:15,5.4739,559824,12.81,2,pass,,,,,,
10252,Pvoutput.org Kalaheo,ZIP: 96734,Pacific/Honolulu,21.3949,-157.74529,0,6.67,Cfb,35,5,9,3,0,fixed,unknown,180,20,4/9/2014 6:20,3/9/2023 17:20,8.9205,799900,18.31,2,pass,,,,,,
10253,Pvoutput.org chauvin_house,ZIP: 41015,America/New_York,39.013062,-84.49419,262.0551758,1.75,Cfa,34,4,7,3,2,fixed,unknown,180,27,12/30/2018 8:00,1/24/2025 17:45,6.0739,631320,14.45,2,pass,,,,,,
10254,Pvoutput.org Sunny Diego,ZIP: 92104,America/Los_Angeles,32.744579,-117.132568,105.5882111,4.2,Bsk,34,4,6,3,0,fixed,unknown,180,19,4/10/2014 6:25,2/17/2025 17:40,10.8657,1157798,26.5,2,pass,,,,,,
10255,Pvoutput.org Spring Texas USA (Workshop),ZIP: 77373,America/Chicago,30.09353,-95.422118,33.26309967,6.1,Cfa,45,5,7,4,4,fixed,unknown,180,1,5/8/2014 7:30,2/24/2025 10:30,10.8082,858296,19.64,2,pass,,,,,,
10256,Pvoutput.org Myers PV System,ZIP: 95963,America/Los_Angeles,39.745098,-122.184269,75.39565277,8.32,Csa,34,4,7,3,1,fixed,unknown,180,20,8/2/2016 17:30,2/24/2025 8:35,8.5698,1002334,22.94,2,pass,,,,,,
10257,Pvoutput.org SunpowerDataCenter,ZIP: 20705,America/New_York,39.044509,-76.9133,51.79932022,22.89,Cfa,34,4,7,3,3,fixed,unknown,225,34,4/19/2014 4:20,2/24/2025 11:40,10.8602,1274772,29.18,2,pass,,,,,,
10258,Pvoutput.org Rossmoor Shangri La,ZIP: 90720,America/Los_Angeles,33.794028,-118.07218,7.182063103,7.56,Csa,33,3,6,3,1,fixed,unknown,180,18.5,4/23/2014 6:15,1/24/2025 17:10,10.7643,1041002,23.83,2,pass,,,,,,
10259,Pvoutput.org Central MD Solar Adventure,ZIP: 21771,America/New_York,39.381295,-77.15867,230.50914,13.5,Cfa,34,4,6,3,3,fixed,unknown,135,34,12/30/2016 7:30,2/24/2025 11:30,8.1589,283820,6.5,2,pass,,,,,,
10260,Pvoutput.org Whit32,ZIP: 12209,America/New_York,42.640813,-73.7856,63.43816757,7.2,Dfb,33,3,6,3,3,fixed,unknown,135,22.5,5/20/2014 5:25,3/9/2023 18:05,8.8082,886026,20.28,2,pass,,,,,,
10261,Pvoutput.org EnglishOak,ZIP: 94506,America/Los_Angeles,37.804064,-121.91202,246.7931061,11.7,Csb,33,3,6,3,1,fixed,unknown,270,1,12/31/2014 7:20,1/24/2025 17:15,10.0739,1116908,25.56,2,pass,,,,,,
10263,Pvoutput.org TBender,ZIP: 94306,America/Los_Angeles,37.391729,-122.12854,37.79813385,7.56,Csb,34,4,7,3,1,fixed,unknown,0,40,12/30/2018 7:15,3/7/2023 7:15,4.1863,392444,8.98,2,pass,,,,,,
10264,Pvoutput.org 1054 House KACO,ZIP: 98115,America/Los_Angeles,47.68382,-122.30122,72.06368256,1.5,Csb,33,3,5,3,1,fixed,unknown,180,12.9,11/1/2015 7:30,2/24/2025 8:45,9.3232,898866,20.57,2,pass,,,,,,
10265,Pvoutput.org 8.1 kW solar hemi,ZIP: 12074,America/New_York,43.016012,-74.04702,299.8157959,8.1,Dfb,33,3,5,3,3,fixed,unknown,180,27,5/6/2014 14:25,2/25/2025 11:20,10.8164,1403508,32.12,2,pass,,,,,,
10266,Pvoutput.org Shady Solar,ZIP: 37380,America/Chicago,35.045886,-85.72513,309.7019653,40.328,Cfa,35,5,7,3,2,fixed,unknown,180,25,10/17/2014 7:15,2/24/2025 10:45,10.3643,790738,18.1,2,pass,,,,,,
10267,Pvoutput.org Gunter Home,ZIP: 70065,America/Chicago,30.035208,-90.251322,1.17549435082229e-38,5.25,Cfa,44,4,7,4,4,fixed,unknown,135,30.02,3/25/2014 7:25,11/19/2020 22:00,6.6602,754754,17.27,2,pass,,,,,,
10268,Pvoutput.org Creation Court,ZIP: 34654,America/New_York,28.295714,-82.61782,15.09505177,3.3,Cfa,45,5,8,4,4,fixed,unknown,225,26,7/13/2014 6:50,1/24/2025 18:05,10.5424,973480,22.28,2,pass,,,,,,
10269,Pvoutput.org norcalhome,ZIP: 94065,America/Los_Angeles,37.533538,-122.24602,1.647629261,4.55,Csb,34,4,7,3,1,fixed,unknown,135,1,4/7/2015 7:15,2/24/2025 8:30,9.8931,895190,20.49,2,pass,,,,,,
10270,Pvoutput.org La Mancha,ZIP: 87104,America/Denver,35.101727,-106.67238,1511.841919,4.05,Bsk,23,3,6,2,3,fixed,unknown,180,1,1/14/2016 6:40,1/24/2025 17:30,9.0356,713518,16.33,2,pass,,,,,,
10271,Pvoutput.org QuarterPV,ZIP: 94549,America/Los_Angeles,37.895695,-122.11785,107.6015472,5.61,Csb,34,4,7,3,1,fixed,unknown,180,1,7/19/2014 11:00,11/19/2020 16:55,6.3424,610916,13.98,2,pass,,,,,,
10272,Pvoutput.org Hmph photons!,ZIP: 92122,America/Los_Angeles,32.856447,-117.21143,101.483963,4.2,Bsk,34,4,6,3,0,fixed,unknown,225,27,12/31/2015 6:55,2/24/2025 6:30,9.1589,1176392,26.93,2,pass,,,,,,
10273,Pvoutput.org DeCrescent 178kW PV,ZIP: 12118,America/New_York,42.915904,-73.70539,44.59004974,112.5,Dfb,33,3,5,3,3,fixed,unknown,180,10,7/2/2014 14:05,2/25/2025 11:20,10.6602,1606900,36.78,2,pass,,,,,,
10274,Pvoutput.org EV2 BrynOlyn,ZIP: 36693,America/Chicago,30.623129,-88.188388,26.42943954,0.675,Cfa,45,5,7,4,4,fixed,unknown,180,23,12/30/2018 7:10,3/9/2023 17:50,4.1917,373184,8.54,2,pass,Less than 10% daytime values,,,,,
10275,Pvoutput.org Fridrich Home,ZIP: 93010,America/Los_Angeles,34.250459,-119.05317,210.5887756,10,Csb,34,4,7,3,1,fixed,unknown,225,15,6/11/2014 6:00,3/9/2023 17:45,8.7479,918814,21.03,2,pass,,,,,,
10277,Pvoutput.org Solar NY,ZIP: 11804,America/New_York,40.765378,-73.45781,46.95667267,10.8,Cfa,33,3,6,3,3,fixed,unknown,225,23,6/3/2014 5:25,1/24/2025 17:05,10.652,1107556,25.35,2,pass,,,,,,
10279,Pvoutput.org jess9kW,ZIP: 92082,America/Los_Angeles,33.261748,-117.01027,508.2316284,8.928,Csa,34,4,7,3,0,fixed,unknown,180,16,6/20/2014 5:40,1/24/2025 17:15,10.6054,1147412,26.26,2,pass,,,,,,
10280,Pvoutput.org HHG-Plano,ZIP: 75023,America/Chicago,33.054671,-96.73506,207.5513306,4.59,Cfa,35,5,7,3,2,fixed,unknown,270,32,12/30/2018 7:45,2/24/2025 10:45,6.1589,670888,15.36,2,pass,,,,,,
10281,Pvoutput.org Solar Bob,ZIP: 92129,America/Los_Angeles,32.961014,-117.1251,175.5689545,5.13,Bsk,34,4,6,3,0,fixed,unknown,180,33,6/14/2014 5:50,1/24/2025 17:10,10.6219,1124302,25.73,2,pass,,,,,,
10282,Pvoutput.org Markus 5kW,ZIP: 75025,America/Chicago,33.086868,-96.74504,218.3148651,5,Cfa,35,5,7,3,2,fixed,unknown,0,30,12/30/2018 6:45,1/24/2025 16:55,6.0739,639892,14.65,2,pass,,,,,,
10283,Pvoutput.org Delafield,ZIP: 20011,America/New_York,38.95211,-77.02097,59.87371445,3,Cfa,34,4,7,3,3,fixed,unknown,180,1,12/31/2014 7:25,3/9/2023 18:10,8.1917,693582,15.87,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10284,Pvoutput.org Zack,ZIP: 80129,America/Denver,39.539556,-105.009739,1715.113281,4.2,Dfb,12,2,5,1,3,fixed,unknown,135,18.5,12/31/2014 12:25,2/24/2025 9:30,10.1589,1074252,24.59,2,pass,,,,,,
10285,Pvoutput.org Keiths Phase 3,ZIP: 98008,America/Los_Angeles,47.609222,-122.1155,54.10700989,17.885,Csb,33,3,5,3,0,fixed,unknown,90,18,6/22/2014 5:05,11/19/2020 16:20,6.4164,681236,15.59,2,pass,,,,,,
10286,Pvoutput.org Solar In Saratoga,ZIP: 95070,America/Los_Angeles,37.270543,-122.02305,125.7341232,6.5,Csb,25,5,7,2,1,fixed,unknown,0,1,6/24/2014 5:45,1/24/2025 17:15,10.5945,1010534,23.13,2,pass,,,,,,
10287,Pvoutput.org MW Tracy,ZIP: 95377,America/Los_Angeles,37.72374,-121.447131,21.59389496,3.2,Csa,33,3,6,3,1,fixed,unknown,180,30,7/8/2014 19:10,2/24/2025 8:55,10.641,1087816,24.9,2,pass,,,,,,
10289,Pvoutput.org DixboroRdSolarBarn,ZIP: 48178,America/Detroit,42.45644,-83.66673,274.92453,8.1,Dfa,33,3,6,3,3,fixed,unknown,180,18.4,7/22/2014 6:30,2/24/2025 11:45,10.6027,1067892,24.44,2,pass,,,,,,
10291,Pvoutput.org Blacks on Glenstone,ZIP: 92121,America/Los_Angeles,32.899996,-117.20722,103.3576813,4.2,Bsk,34,4,6,3,0,fixed,unknown,0,26,4/12/2015 6:25,1/24/2025 17:20,9.7945,1077196,24.66,2,pass,,,,,,
10292,Pvoutput.org DJ Home,ZIP: 94087,America/Los_Angeles,37.350091,-122.03602,53.89973831,4.6,Csb,25,5,7,2,1,fixed,unknown,270,11,7/23/2014 6:20,1/24/2025 17:25,10.515,880250,20.15,2,pass,,,,,,
10293,Pvoutput.org Adams_Cary,ZIP: 27513,America/New_York,35.797882,-78.79702,139.4195251,3.84,Cfa,34,4,7,3,3,fixed,unknown,135,1,12/30/2016 7:25,1/24/2025 17:30,8.0739,779642,17.84,2,pass,,,,,,
10294,Pvoutput.org Camp Michigania,ZIP: 49712,America/Detroit,45.284366,-85.023249,218.5293121,19.76,Dfb,33,3,5,3,2,fixed,unknown,180,30,8/1/2014 6:25,11/20/2020 11:50,6.3095,530614,12.14,2,pass,,,,,,
10295,Pvoutput.org Burnham Ct,ZIP: 94523,America/Los_Angeles,37.951672,-122.07317,15.62925816,5.75,Csb,34,4,7,3,1,fixed,unknown,225,15,12/30/2018 7:15,1/24/2025 17:30,6.0739,658828,15.08,2,pass,,,,,,
10296,Pvoutput.org Harmon Heliacal Home,ZIP: 92346,America/Los_Angeles,34.12716,-117.20073,410.3557434,5.12,Csa,33,3,6,3,1,fixed,unknown,225,20,8/2/2014 6:40,11/20/2020 9:35,6.3068,580130,13.28,2,pass,,,,,,
10297,Pvoutput.org czechmate,ZIP: 01730,America/New_York,42.482755,-71.313578,38.56748199,6.21,Dfa,33,3,6,3,3,fixed,unknown,180,30,8/25/2014 6:00,2/24/2025 11:55,10.5095,1290472,29.54,2,pass,,,,,,
10300,Pvoutput.org Raven PV,ZIP: 98034,America/Los_Angeles,47.71828,-122.19702,53.8787384,9.99,Csb,33,3,5,3,1,fixed,unknown,225,1,11/6/2014 4:00,2/24/2025 7:55,10.3095,1130240,25.87,2,pass,,,,,,
10301,Pvoutput.org Syler & Yoshis House,ZIP: 94112,America/Los_Angeles,37.720931,-122.44241,50.7702179,4,Csb,33,3,6,3,1,fixed,unknown,0,35,8/11/2014 6:35,1/24/2025 17:15,10.463,1084016,24.81,2,pass,,,,,,
10302,Pvoutput.org House-Offset,ZIP: 94025,America/Los_Angeles,37.451688,-122.18385,23.15234184,5.025,Csb,34,4,7,3,1,fixed,unknown,225,21,12/4/2014 11:20,3/22/2023 11:55,8.3013,994412,22.76,2,pass,,,,,,
10303,Pvoutput.org Burger System,ZIP: 11787,America/New_York,40.853343,-73.20777,23.82232475,8.4,Cfa,33,3,6,3,3,fixed,unknown,180,21,4/9/2018 6:30,2/24/2025 11:45,6.8849,246846,5.65,2,pass,,,,,,
10304,Pvoutput.org Torrey Highland,ZIP: 92129,America/Los_Angeles,32.960438,-117.166814,109.9640884,3.9,Bsk,34,4,6,3,0,fixed,unknown,270,18,8/15/2014 5:40,2/24/2025 8:45,10.5369,1152208,26.37,2,pass,,,,,,
10305,Pvoutput.org waheedonism,ZIP: 94566,America/Los_Angeles,37.658898,-121.87149,112.1553192,9.75,Csb,33,3,6,3,1,fixed,unknown,180,1,8/19/2014 6:35,1/24/2025 17:15,10.441,1105840,25.31,2,pass,,,,,,
10306,Pvoutput.org Cobblefield,ZIP: 32224,America/New_York,30.284511,-81.47043,8.769668579,7.56,Cfa,45,5,8,4,3,fixed,unknown,180,26.8,8/20/2014 7:05,1/24/2025 17:50,10.4383,974576,22.31,2,pass,,,,,,
10307,Pvoutput.org Maplewood house,ZIP: 07040,America/New_York,40.728901,-74.26821,64.63539124,6.1,Cfa,33,3,6,3,3,fixed,unknown,180,20,8/22/2014 9:55,2/24/2025 12:00,10.5178,873548,19.99,2,pass,,,,,,
10308,Pvoutput.org Torrey Hills - Reed,ZIP: 92130,America/Los_Angeles,32.946776,-117.21918,60.7910614,7.92,Bsk,34,4,6,3,0,fixed,unknown,180,22.5,10/23/2014 6:55,2/25/2025 8:30,10.3506,1124472,25.74,2,pass,,,,,,
10309,Pvoutput.org MH-15,ZIP: 94538,America/Los_Angeles,37.527237,-121.9679,13.51549625,8.25,Csb,34,4,7,3,1,fixed,unknown,225,1,8/25/2014 6:45,1/24/2025 19:15,10.4246,361458,8.27,2,pass,,,,,,
10310,Pvoutput.org Record Solar Plant,ZIP: 95060,America/Los_Angeles,36.970151,-122.042275,29.80324173,2.925,Csb,35,5,8,3,1,fixed,unknown,180,1,11/6/2019 6:40,1/24/2025 17:15,5.2219,514364,11.77,2,pass,,,,,,
10311,Pvoutput.org Rendezvous Ridge,ZIP: 96145,America/Los_Angeles,39.177383,-120.14607,1960.821899,6.25,Csb,35,5,8,3,1,fixed,unknown,135,25,8/30/2014 6:25,1/24/2025 17:05,10.4109,1146696,26.25,2,pass,,,,,,
10312,Pvoutput.org cz2,ZIP: 01730,America/New_York,42.48281,-71.313578,38.71563721,6.21,Dfa,33,3,6,3,3,fixed,unknown,180,31,4/13/2015 21:00,2/24/2025 12:00,9.8767,984476,22.53,2,pass,,,,,,
10313,Pvoutput.org Alden Glen Tracy California,ZIP: 95376,America/Los_Angeles,37.738497,-121.447851,16.84347153,4.4,Csa,33,3,6,3,1,fixed,unknown,180,20,3/3/2015 4:20,11/10/2020 16:40,5.6958,602930,13.8,2,pass,,,,,,
10314,Pvoutput.org Killarney House,ZIP: 21035,America/New_York,38.931312,-76.65248,41.55630112,26.6,Cfa,34,4,7,3,3,fixed,unknown,90,35,9/4/2014 7:15,2/24/2025 11:45,10.4821,892682,20.43,2,pass,,,,,,
10315,Pvoutput.org David_Everett_Home,ZIP: 92071,America/Los_Angeles,32.866313,-116.965089,159.6876221,9.6,Csa,34,4,6,3,0,fixed,unknown,180,30,9/6/2014 6:25,2/24/2025 9:15,10.4767,657910,15.06,2,pass,,,,,,
10316,Pvoutput.org Carlsbad 4.8KW,ZIP: 92008,America/Los_Angeles,33.115157,-117.298608,79.16869354,4.8,Csa,34,4,6,3,0,fixed,unknown,225,18,9/11/2014 6:30,2/24/2025 8:45,10.463,906062,20.74,2,pass,,,,,,
10318,Pvoutput.org Johnston 7KW,ZIP: 70706,America/Chicago,30.608471,-90.92758,23.25873947,7,Cfa,44,4,7,4,4,fixed,unknown,180,30.5,9/22/2014 6:55,1/24/2025 17:30,10.3479,1070590,24.5,2,pass,,,,,,
10319,Pvoutput.org Wentzville MO,ZIP: 63385,America/Chicago,38.808884,-90.85922,198.1597137,10.07,Cfa,34,4,7,3,3,fixed,unknown,225,26.5,9/24/2014 7:15,2/24/2025 11:00,10.4273,1188130,27.19,2,pass,,,,,,
10320,Pvoutput.org Rue Foret,ZIP: 70454,America/Chicago,30.427599,-90.41728,3.947522163,6,Cfa,44,4,7,4,4,fixed,unknown,0,1,9/30/2014 13:00,2/24/2025 11:10,10.4109,913324,20.9,2,pass,,,,,,
10321,Pvoutput.org Turborick,ZIP: 93551,America/Los_Angeles,34.61646,-118.17641,809.5808716,20,Csb,34,4,7,3,1,fixed,unknown,225,30,12/30/2018 4:00,3/10/2023 5:50,4.1945,629174,14.4,2,pass,,,,,,
10322,Pvoutput.org Bella Villa MO,ZIP: 63125,America/Chicago,38.524066,-90.2895,160.2131348,6.1,Cfa,34,4,7,3,3,fixed,unknown,180,33.69,9/26/2014 7:00,2/24/2025 10:55,10.4219,971826,22.24,2,pass,,,,,,
10323,Pvoutput.org Watts Khooller,ZIP: 98007,America/Los_Angeles,47.602139,-122.136062,79.93383789,8.1,Csb,33,3,5,3,0,fixed,unknown,180,20,10/25/2014 14:15,11/20/2020 15:15,6.0767,789944,18.08,2,pass,,,,,,
10325,Pvoutput.org IronRoad,ZIP: 93422,America/Los_Angeles,35.474913,-120.676,298.7670593,5.565,Csb,24,4,7,2,1,fixed,unknown,0,1,10/5/2014 17:40,2/24/2025 9:15,10.3972,1045188,23.92,2,pass,,,,,,
10326,Pvoutput.org Wolfden Solar,ZIP: 84040,America/Denver,41.086894,-111.9271,1447.435303,6.325,Dfb,24,4,7,2,2,fixed,unknown,180,30,10/28/2014 7:50,1/24/2025 17:25,10.2493,1075954,24.63,2,pass,,,,,,
10327,Pvoutput.org SunSparks,ZIP: 32828,America/New_York,28.543025,-81.184531,22.75267982,10,Cfa,45,5,8,4,4,fixed,unknown,225,28,10/25/2014 7:30,3/10/2023 11:45,8.378,659060,15.08,2,pass,,,,,,
10328,Pvoutput.org Welch Residence,ZIP: 92024,America/Los_Angeles,33.062547,-117.243477,57.66820145,4.95,Csa,34,4,6,3,0,fixed,unknown,135,33.7,12/16/2014 6:45,11/20/2020 15:50,5.9342,629084,14.4,2,pass,,,,,,
10329,Pvoutput.org HomeAtSF,ZIP: 94114,America/Los_Angeles,37.749052,-122.442405,144.8872833,3,Csb,33,3,6,3,1,fixed,unknown,180,20,1/23/2015 7:20,11/20/2020 16:05,5.8301,624134,14.29,2,pass,,,,,,
10330,Pvoutput.org Arlington Soul,ZIP: 02474,America/New_York,42.410783,-71.142445,9.627490997,5.565,Dfa,33,3,6,3,3,fixed,unknown,135,1,11/2/2014 6:40,3/10/2023 11:25,8.3561,760796,17.41,2,pass,,,,,,
10331,Pvoutput.org Reservoir View,ZIP: 20007,America/New_York,38.913961,-77.07179,55.01865387,6.12,Cfa,34,4,7,3,3,fixed,unknown,225,16,11/6/2014 7:40,1/24/2025 17:10,10.2246,845922,19.36,2,pass,,,,,,
10332,Pvoutput.org Phlerb PV,ZIP: 05465,America/New_York,44.509744,-72.995228,192.5014343,15.08,Dfb,33,3,5,3,3,fixed,unknown,180,40,11/8/2014 7:00,2/25/2025 11:15,10.3068,834022,19.09,2,pass,,,,,,
10333,Pvoutput.org Evergreen PV,ZIP: 05465,America/New_York,44.509744,-72.994756,189.8197021,6.76,Dfb,33,3,5,3,3,fixed,unknown,0,40,12/30/2018 7:35,2/24/2025 12:00,6.1589,596136,13.64,2,pass,,,,,,
10334,Pvoutput.org Mahaniahschneck,ZIP: 01810,America/New_York,42.646942,-71.1513,19.25185776,10.2,Dfb,33,3,6,3,3,fixed,unknown,135,1,11/23/2014 6:45,1/24/2025 16:50,10.178,1038938,23.78,2,pass,,,,,,
10336,Pvoutput.org TNT Solar Array,ZIP: 93021,America/Los_Angeles,34.292898,-118.87134,222.0813599,6,Csb,34,4,7,3,1,fixed,unknown,180,26,11/13/2014 6:40,2/24/2025 9:10,10.2904,1135372,25.99,2,pass,,,,,,
