utc_measured_on,dc_voltage_inv_28676,dc_power_inv_28676,temperature_inverter_inv_28676,ac_power_inv_28676,ac_energy_inv_28676,dc_voltage_inv_28677,dc_power_inv_28677,temperature_inverter_inv_28677,ac_power_inv_28677,ac_energy_inv_28677,temperature_ambient_o_5199,irradiance_ghi_o_5199,irradiance_poa_o_5199,temperature_module_o_5199,temperature_module_o_5199_2,wind_speed_o_5199,dc_current_meter_3105,ac_energy_other_meter_3105,ac_energy_other_meter_3105_2,ac_power_meter_3105,system_id
2021-01-15 00:00:00,1.0,0.0,27.0,-0.4,774.0,0.0,0.0,30.0,-0.3549999999999999,633.0,6.409999999999998,0.0,0.0,1.5669999999999993,2.0969999999999995,0.8579999999999999,4.6,9326700.0,87368.39999999998,-3.1,14200
2021-01-15 00:05:00,1.0,0.0,27.0,-0.4129999999999999,774.0,0.0,0.0,29.86,-0.3629999999999999,633.0,6.517999999999999,0.0,0.0,1.488000000000002,2.112,0.567,4.605,9326700.0,87369.0,-3.1,14200
2021-01-15 00:10:00,1.0,0.0,26.417,-0.398,774.0,0.0,0.0,29.0,-0.3679999999999999,633.0,6.02,0.0,0.0,0.9410000000000016,1.4129999999999991,0.758,4.605,9326700.0,87369.0,-3.1,14200
2021-01-15 00:15:00,1.0,0.0,26.0,-0.398,774.0,0.0,0.0,29.0,-0.3569999999999999,633.0,5.562999999999999,0.0,0.0,0.4470000000000002,0.7330000000000009,0.183,4.6,9326700.0,87369.0,-3.1,14200
2021-01-15 00:20:00,1.0,0.0,26.0,-0.401,774.0,0.0,0.0,29.0,-0.3579999999999999,633.0,5.340999999999998,0.0,0.0,0.0339999999999996,0.2010000000000012,0.2,4.6,9326700.0,87369.53699999998,-3.1,14200
2021-01-15 00:25:00,1.0,0.0,25.811,-0.405,774.0,0.0,0.0,29.0,-0.3689999999999999,633.0,4.969999999999999,0.0,0.0,-0.2250000000000005,0.0840000000000016,0.557,4.6,9326700.0,87370.0,-3.1,14200
2021-01-15 00:30:00,1.0,0.0,25.0,-0.4,774.0,0.0,0.0,28.253,-0.374,633.0,5.147999999999999,0.0,0.0,-0.1090000000000005,0.4749999999999982,0.688,4.6,9326700.0,87370.0,-3.1,14200
2021-01-15 00:35:00,1.0,0.0,25.0,-0.4079999999999999,774.0,0.0,0.0,28.000000000000004,-0.3609999999999999,633.0,5.211000000000001,0.0,0.0,0.0089999999999987,0.52,0.277,4.6,9326700.0,87370.0,-3.1,14200
2021-01-15 00:40:00,1.0,0.0,25.0,-0.403,774.0,0.0,0.0,28.000000000000004,-0.3659999999999999,633.0,5.327,0.0,0.0,-0.2320000000000001,0.1740000000000009,0.121,4.6,9326700.0,87370.674,-3.1,14200
2021-01-15 00:45:00,1.0,0.0,25.0,-0.4069999999999999,774.0,0.0,0.0,28.000000000000004,-0.3659999999999999,633.0,5.538999999999999,0.0,0.0,-0.2769999999999998,0.1289999999999993,0.6129999999999999,4.612,9326700.0,87371.0,-3.1,14200
2021-01-15 00:50:00,1.0,0.0,24.21,-0.402,774.0,0.0,0.0,28.000000000000004,-0.3569999999999999,633.0,5.081,0.0,0.0,-0.2499999999999996,0.1590000000000005,0.65,4.6,9326700.0,87371.0,-3.1,14200
2021-01-15 00:55:00,1.0,0.0,24.0,-0.398,774.0,0.0,0.0,27.04,-0.3689999999999999,633.0,4.459999999999999,0.0,0.0,-0.4530000000000001,-0.2630000000000009,0.4749999999999999,4.607,9326700.0,87371.0,-3.1,14200
2021-01-15 01:00:00,1.0,0.0,24.0,-0.396,774.0,0.0,0.0,27.0,-0.3629999999999999,633.0,4.459999999999999,0.0,0.0,-0.6280000000000008,-0.4730000000000009,0.324,4.6,9326700.0,87371.81299999998,-3.1,14200
2021-01-15 01:05:00,1.0,0.0,24.0,-0.397,774.0,0.0,0.0,27.0,-0.3639999999999999,633.0,4.481999999999999,0.0,0.0,-0.8489999999999989,-0.6099999999999994,0.0359999999999999,4.6,9326700.0,87372.0,-3.1,14200
2021-01-15 01:10:00,1.0,0.0,23.793,-0.4,774.0,0.0,0.0,27.0,-0.3649999999999999,633.0,4.262,0.0,0.0,-0.9859999999999994,-0.7900000000000003,0.252,4.605,9326700.0,87372.0,-3.1,14200
2021-01-15 01:15:00,1.0,0.0,23.027,-0.396,774.0,0.0,0.0,26.943,-0.3649999999999999,633.0,3.9099999999999984,0.0,0.0,-0.9809999999999992,-0.7070000000000002,0.271,4.6,9326700.0,87372.0,-3.1,14200
2021-01-15 01:20:00,1.0,0.0,23.000000000000004,-0.399,774.0,0.0,0.0,26.0,-0.371,633.0,3.800000000000002,0.0,0.0,-1.0419999999999991,-0.5850000000000004,0.568,4.6,9326700.0,87372.963,-3.1,14200
2021-01-15 01:25:00,1.0,0.0,23.000000000000004,-0.393,774.0,0.0,0.0,26.0,-0.3609999999999999,633.0,4.099,0.0,0.0,-1.1540000000000008,-0.3810000000000002,0.4899999999999999,4.607,9326700.0,87373.0,-3.1,14200
2021-01-15 01:30:00,1.0,0.0,23.000000000000004,-0.395,774.0,0.0,0.0,26.0,-0.3649999999999999,633.0,4.200000000000001,0.0,0.0,-1.2000000000000002,-0.3879999999999996,0.4789999999999999,4.608,9326700.0,87373.0,-3.1,14200
2021-01-15 01:35:00,1.0,0.0,22.671,-0.403,774.0,0.0,0.0,26.0,-0.373,633.0,4.171000000000002,0.0,0.0,-0.9210000000000008,-0.1140000000000007,0.652,4.607,9326700.0,87373.103,-3.1,14200
2021-01-15 01:40:00,1.0,0.0,22.0,-0.401,774.0,0.0,0.0,25.66,-0.3649999999999999,633.0,4.090000000000001,0.0,0.0,-0.7060000000000007,-0.1729999999999994,0.4739999999999999,4.611,9326700.0,87374.0,-3.101,14200
2021-01-15 01:45:00,1.0,0.0,22.0,-0.397,774.0,0.0,0.0,25.0,-0.377,633.0,3.75,0.0,0.0,-0.9560000000000004,-0.6369999999999996,0.548,4.606,9326700.0,87374.0,-3.1,14200
2021-01-15 01:50:00,1.0,0.0,22.0,-0.392,774.0,0.0,0.0,25.0,-0.379,633.0,3.509999999999999,0.0,0.0,-1.1040000000000008,-0.885,0.461,4.607,9326700.0,87374.0,-3.1,14200
2021-01-15 01:55:00,1.0,0.0,22.0,-0.4,774.0,0.0,0.0,25.0,-0.37,633.0,3.758999999999999,0.0,0.0,-1.056,-0.6730000000000006,0.462,4.6,9326700.0,87374.243,-3.1,14200
2021-01-15 02:00:00,1.0,0.0,21.89,-0.403,774.0,0.0,0.0,25.0,-0.376,633.0,3.811,0.0,0.0,-1.015000000000001,-0.787999999999999,0.34,4.603,9326700.0,87375.0,-3.1,14200
2021-01-15 02:05:00,1.0,0.0,21.43,-0.397,774.0,0.0,0.0,24.94,-0.3639999999999999,633.0,3.4530000000000007,0.0,0.0,-1.118999999999999,-1.0260000000000007,0.341,4.6,9326700.0,87375.0,-3.1,14200
2021-01-15 02:10:00,1.0,0.0,21.0,-0.4,774.0,0.0,0.0,24.0,-0.3649999999999999,633.0,3.409999999999999,0.0,0.0,-1.2980000000000007,-1.0170000000000003,0.32,4.605,9326700.0,87375.0,-3.1,14200
2021-01-15 02:15:00,1.0,0.0,21.0,-0.4,774.0,0.0,0.0,24.0,-0.3689999999999999,633.0,3.43,0.0,0.0,-1.3609999999999998,-1.0000000000000004,0.2899999999999999,4.608,9326700.0,87375.39,-3.1,14200
2021-01-15 02:20:00,1.0,0.0,21.0,-0.395,774.0,0.0,0.0,24.0,-0.3549999999999999,633.0,3.479,0.0,0.0,-1.3690000000000009,-1.0430000000000008,0.37,4.636,9326700.0,87376.0,-3.1,14200
