utc_measured_on,ac_power_inv_28678,dc_power_inv_28678,dc_voltage_inv_28678,temperature_inverter_inv_28678,temperature_inverter_inv_28678_2,ac_power_inv_28679,dc_power_inv_28679,dc_voltage_inv_28679,temperature_inverter_inv_28679,temperature_inverter_inv_28679_2,temperature_ambient_o_5200,irradiance_ghi_o_5200,irradiance_poa_o_5200,temperature_module_o_5200,temperature_module_o_5200_2,dc_current_meter_3106,ac_energy_other_meter_3106,ac_energy_other_meter_3106_2,ac_power_meter_3106,system_id
2020-07-15 00:00:00,23.667,33.646,372.443,45.45,60.033,34.103,43.853,389.952,-47.292,59.94699999999999,28.667,48.002,81.138,32.593,32.487,66.704,8211067.338999999,48638.0,56.262,14201
2020-07-15 00:05:00,14.68,24.237,363.94,45.608,59.55100000000001,21.976,31.67,387.813,-47.11300000000001,59.489,28.203,35.537,39.98,31.674,31.585,42.733,8211071.133,48638.0,35.123,14201
2020-07-15 00:10:00,10.351,19.773,359.867,45.865,59.066,12.545,21.986,381.631,-47.53,59.38700000000001,27.92,19.123,20.908,30.291,30.207000000000008,28.045,8211073.486999999,48638.0,21.391,14201
2020-07-15 00:15:00,6.982,16.0,348.791,46.186,59.35099999999999,6.351,15.841,380.406,-47.596,59.392,28.496,13.955,15.265,28.877,28.779,19.051,8211074.821,48638.0,11.72,14201
2020-07-15 00:20:00,1.209,3.311,373.124,46.402,58.932,2.743,11.754,367.779,-47.842,59.405,28.961,8.114,8.356,27.87,27.754,9.939,8211075.0,48638.0,2.066,14201
2020-07-15 00:25:00,0.0,0.0,396.46,46.579,56.728,0.697,3.398,361.401,-47.953,58.828,27.623000000000005,4.68,5.241,26.981,26.911999999999995,5.263,8211075.0,48638.0,-1.228,14201
2020-07-15 00:30:00,0.0,0.0,382.522,46.689,54.786,0.138,1.676,368.19,-47.801,57.434000000000005,27.313,0.7249999999999999,1.152,26.323,26.293,4.11,8211075.0,48638.0,-1.804,14201
2020-07-15 00:35:00,0.0,0.0,362.389,46.718,53.219,0.0,0.0,372.895,-47.362,55.60099999999999,27.029,0.0,0.0,25.859,25.845,2.701,8211075.0,48638.0,-1.915,14201
2020-07-15 00:40:00,0.0,0.0,344.308,46.661,51.879,0.0,0.0,356.156,-47.313,53.941,26.848000000000003,0.0,0.0,25.522,25.494000000000003,2.7,8211075.0,48638.0,-1.915,14201
2020-07-15 00:45:00,0.0,0.0,318.947,46.572,50.725,0.0,0.0,332.847,-47.36600000000001,52.44800000000001,27.021,0.0,0.0,25.178000000000004,25.162000000000003,2.701,8211075.0,48638.0,-1.923,14201
2020-07-15 00:50:00,0.0,0.0,273.403,46.482,49.716,0.0,0.0,290.928,-47.434000000000005,51.098,26.638,0.0,0.0,24.793,24.767000000000003,2.701,8211075.0,48638.403,-1.918,14201
2020-07-15 00:55:00,0.0,0.0,184.674,46.351,48.891,0.0,0.0,204.972,-47.722,49.797,26.593000000000004,0.0,0.0,24.338000000000005,24.322000000000003,2.767,8211075.0,48639.0,-1.975,14201
2020-07-15 01:00:00,0.0,0.0,104.294,46.161,48.232,0.0,0.0,122.354,-47.783,48.625,26.386,0.0,0.0,23.837,23.823,2.948,8211075.0,48639.0,-2.136,14201
2020-07-15 01:05:00,0.0,0.0,54.521,46.00300000000001,47.619,0.0,0.0,65.824,-47.342,47.56699999999999,26.088,0.0,0.0,23.437,23.433,2.679,8211075.0,48639.0,-1.893,14201
2020-07-15 01:10:00,0.0,0.0,24.512,45.775,47.13699999999999,0.0,0.0,30.988,-47.44899999999999,46.59,25.913,0.0,0.0,23.103,23.104,2.601,8211075.0,48639.0,-1.812,14201
2020-07-15 01:15:00,0.0,0.0,10.045,45.569,46.78,0.0,0.0,12.468,-47.713,45.528,25.705,0.0,0.0,23.031,23.03400000000001,2.607,8211075.0,48639.0,-1.867,14201
2020-07-15 01:20:00,0.0,0.0,6.002,45.342,46.368,0.0,0.0,4.158,-47.463,44.699000000000005,25.398,0.0,0.0,22.887,22.887,2.616,8211075.0,48639.206,-1.877,14201
2020-07-15 01:25:00,0.0,0.0,6.0,45.143,45.929,0.0,0.0,1.495,-47.645,44.022,25.300000000000004,0.0,0.0,22.655,22.642000000000003,2.613,8211075.0,48640.0,-1.887,14201
2020-07-15 01:30:00,0.0,0.0,6.0,44.29900000000001,45.631,0.0,0.0,0.971,-47.559,43.323,25.434,0.0,0.0,22.448000000000004,22.447000000000003,2.619,8211075.0,48640.0,-1.878,14201
2020-07-15 01:35:00,0.0,0.0,6.0,43.635000000000005,45.288,0.0,0.0,0.941,-46.538,42.642,25.268,0.0,0.0,22.341,22.321,2.61,8211075.0,48640.0,-1.889,14201
2020-07-15 01:40:00,0.0,0.0,6.0,43.42400000000001,45.037,0.0,0.0,1.043,-44.628,41.866,25.263,0.0,0.0,22.389000000000003,22.488,2.623,8211075.0,48640.0,-1.879,14201
2020-07-15 01:45:00,0.0,0.0,6.0,43.276,44.755,0.0,0.0,1.042,-44.355,41.274,25.265,0.0,0.0,22.399999999999995,22.5,2.615,8211075.0,48640.0,-1.88,14201
2020-07-15 01:50:00,0.0,0.0,6.0,43.139,44.526,0.0,0.0,0.82,-45.254,40.682,25.126,0.0,0.0,22.401,22.501,2.604,8211075.0,48640.0,-1.813,14201
2020-07-15 01:55:00,0.0,0.0,6.0,42.97,44.286,0.0,0.0,0.7229999999999999,-44.67699999999999,40.115,24.77200000000001,0.0,0.0,22.362,22.462000000000003,2.6,8211075.0,48640.737,-1.805,14201
2020-07-15 02:00:00,0.0,0.0,6.0,42.816,43.982,0.0,0.0,0.644,-44.111,39.599,24.6,0.0,0.0,22.207,22.317,2.6,8211075.0,48641.0,-1.813,14201
