utc_measured_on,dc_voltage_inv_28676,dc_power_inv_28676,temperature_inverter_inv_28676,ac_power_inv_28676,ac_energy_inv_28676,dc_voltage_inv_28677,dc_power_inv_28677,temperature_inverter_inv_28677,ac_power_inv_28677,ac_energy_inv_28677,temperature_ambient_o_5199,irradiance_ghi_o_5199,irradiance_poa_o_5199,temperature_module_o_5199,temperature_module_o_5199_2,wind_speed_o_5199,dc_current_meter_3105,ac_energy_other_meter_3105,ac_energy_other_meter_3105_2,ac_power_meter_3105,system_id
2022-01-15 00:00:00,19.14,0.0,23.947000000000003,-0.4,654.0,17.0,0.0,27.0,-0.3639999999999999,216.0,5.304,18.531,20.893,,-1.2459999999999996,0.4839999999999999,4.682,655791.0,101770.711,-3.1,14200
2022-01-15 00:05:00,20.0,0.0,23.287000000000003,-0.404,654.0,17.243,0.0,27.0,-0.3659999999999999,216.0,4.903000000000001,18.531,20.893,,-1.3820000000000003,0.198,4.665,655791.0,101771.0,-3.1,14200
2022-01-15 00:10:00,20.0,0.0,23.027,-0.401,654.0,18.0,0.0,27.0,-0.3629999999999999,216.0,4.761,18.531,20.893,,-1.4719999999999998,0.13,4.665,655791.0,101771.0,-3.1,14200
2022-01-15 00:15:00,20.0,0.0,23.000000000000004,-0.4,654.0,18.013,0.0,26.297,-0.375,216.0,4.605,18.531,20.893,,-1.4999999999999996,0.432,4.68,655791.0,101771.0,-3.1,14200
2022-01-15 00:20:00,20.638,0.0,23.000000000000004,-0.4079999999999999,654.0,18.894,0.0,26.0,-0.3639999999999999,216.0,4.109,18.531,20.893,,-1.515,0.3059999999999999,4.665,655791.0,101771.811,-3.1,14200
2022-01-15 00:25:00,21.0,0.0,23.000000000000004,-0.405,654.0,19.0,0.0,26.0,-0.3639999999999999,216.0,4.113,18.531,20.893,,-1.6070000000000009,0.139,4.667,655791.0,101772.0,-3.1,14200
2022-01-15 00:30:00,21.0,0.0,22.753,-0.406,654.0,19.0,0.0,26.0,-0.3659999999999999,216.0,4.359000000000002,18.531,20.893,,-1.6949999999999992,0.444,4.691,655791.0,101772.0,-3.1,14200
2022-01-15 00:35:00,21.0,0.0,22.160000000000004,-0.404,654.0,19.293,0.0,26.0,-0.3679999999999999,216.0,4.205000000000002,18.531,20.893,,-1.6680000000000008,0.4809999999999999,4.655,655791.0,101772.0,-3.1,14200
2022-01-15 00:40:00,21.0,0.0,22.0,-0.393,654.0,20.0,0.0,26.0,-0.3669999999999999,216.0,3.5859999999999994,18.531,20.893,,-1.515,0.371,4.643,655791.0,101772.92,-3.1,14200
2022-01-15 00:45:00,21.691,0.0,22.0,-0.401,654.0,20.0,0.0,25.03,-0.37,216.0,4.344000000000001,18.531,20.893,,-1.5549999999999995,0.4199999999999999,4.654,655791.0,101773.0,-3.1,14200
2022-01-15 00:50:00,22.0,0.0,22.0,-0.394,654.0,20.0,0.0,25.0,-0.3689999999999999,216.0,4.510000000000002,18.531,20.893,,-1.743999999999999,0.44,4.644,655791.0,101773.0,-3.1,14200
2022-01-15 00:55:00,22.0,0.0,22.0,-0.399,654.0,20.0,0.0,25.0,-0.3669999999999999,216.0,3.919999999999999,18.531,20.893,,-1.826,0.45,4.677,655791.0,101773.02,-3.1,14200
2022-01-15 01:00:00,22.0,0.0,21.887000000000004,-0.397,654.0,20.0,0.0,25.0,-0.3649999999999999,216.0,3.680999999999999,18.531,20.893,,-1.981,0.6089999999999999,4.701,655791.0,101774.0,-3.1,14200
2022-01-15 01:05:00,22.257,0.0,21.613000000000003,-0.404,654.0,20.59,0.0,25.0,-0.3599999999999999,216.0,4.294,18.531,20.893,,-2.119999999999999,0.38,4.731,655791.0,101774.0,-3.1,14200
2022-01-15 01:10:00,23.0,0.0,21.027,-0.404,654.0,21.0,0.0,24.977,-0.3689999999999999,216.0,4.615000000000001,18.531,20.893,,-2.176,0.526,4.684,655791.0,101774.0,-3.1,14200
2022-01-15 01:15:00,23.0,0.0,21.0,-0.392,654.0,21.0,0.0,24.0,-0.3679999999999999,216.0,4.668,18.531,20.893,,-2.1720000000000006,0.4859999999999999,4.708,655791.0,101774.127,-3.1,14200
2022-01-15 01:20:00,23.0,0.0,21.0,-0.393,654.0,21.0,0.0,24.0,-0.371,216.0,4.009,18.531,20.893,,-2.261000000000001,0.246,4.686,655791.0,101775.0,-3.1,14200
2022-01-15 01:25:00,23.0,0.0,21.0,-0.4,654.0,21.0,0.0,24.0,-0.3669999999999999,216.0,3.9979999999999984,18.531,20.893,,-2.299000000000001,0.3679999999999999,4.669,655791.0,101775.0,-3.1,14200
2022-01-15 01:30:00,23.0,0.0,20.947,-0.392,654.0,21.0,0.0,24.0,-0.375,216.0,4.217999999999999,18.531,20.893,,-2.301,0.6149999999999999,4.673,655791.0,101775.0,-3.1,14200
2022-01-15 01:35:00,23.0,0.0,20.573000000000004,-0.395,654.0,21.0,0.0,24.0,-0.3689999999999999,216.0,4.459000000000001,18.531,20.893,,-2.2110000000000003,0.921,4.663,655791.0,101775.24,-3.1,14200
2022-01-15 01:40:00,23.0,0.0,20.0,-0.397,654.0,21.0,0.0,24.0,-0.375,216.0,3.895999999999999,18.531,20.893,,-2.248,0.653,4.657,655791.0,101776.0,-3.1,14200
2022-01-15 01:45:00,23.81,0.0,20.0,-0.393,654.0,21.18,0.0,23.059999999999995,-0.374,216.0,3.1820000000000013,18.531,20.893,,-2.4650000000000007,0.23,4.628,655791.0,101776.0,-3.1,14200
