measured_on,ac_current__588,ac_power__584,ac_voltage__587,ambient_temp__589,das_battery_voltage__595,das_temp__594,dc_pos_current__586,dc_pos_voltage__585,dc_power__583,inverter_temp__593,module_temp_1__590,module_temp_2__591,module_temp_3__592,poa_irradiance__582,power_factor__596,system_id
2021-01-15 00:00:00,0.1603862,6.525015,238.3196,-6.330146,13.62326,-6.07309,0.0066666659999999,0.0999999899999999,0.0006666667,-7.574999,-9.675,-9.108334,-9.791667,-2.043912,0.1686422999999999,33
2021-01-15 00:01:00,0.1605731,6.524194,238.4094,-6.395426,13.61959,-6.07309,0.006,0.0999999899999999,0.0006666667,-7.633333,-9.599999,-9.116667,-9.858334,-1.95755,0.1693892999999999,33
2021-01-15 00:02:00,0.1606403999999999,6.506137,238.6145,-6.443243,13.62235,-6.084952,0.007333333,0.0999999899999999,0.0006666667,-7.591667,-9.5,-9.075,-9.883333,-1.804017,0.1690182,33
2021-01-15 00:03:00,0.1603802,6.500439,238.5632,-6.373967,13.62326,-6.093426,0.0066666659999999,0.0999999899999999,0.0007333332999999,-7.5,-9.425,-9.058333,-9.925,-1.775229,0.1695783999999999,33
2021-01-15 00:04:00,0.1601914,6.500513,238.4243,-6.225092,13.62372,-6.093426,0.007333333,0.0999999899999999,0.0006666667,-7.383333,-9.333333,-9.016666,-9.883334,-1.794421,0.1692992,33
2021-01-15 00:05:00,0.1601928,6.489438,238.423,-6.234925,13.62235,-6.104721,0.007333333,0.0999999899999999,0.0007333332999999,-7.391666,-9.325,-9.05,-9.916667,-1.736846,0.1692975999999999,33
2021-01-15 00:06:00,0.1603536,6.501434,238.4573,-6.368697,13.62418,-6.116016,0.0066666659999999,0.0999999899999999,0.0006666667,-7.4,-9.266666,-9.033334,-9.95,-1.804017,0.1692908999999999,33
2021-01-15 00:07:00,0.1604887999999999,6.538203,238.6629,-6.444986,13.62372,-6.116016,0.0066666659999999,0.0999999899999999,0.0006666667,-7.375,-9.125,-8.966666,-9.900001,-1.813612,0.1696705,33
2021-01-15 00:08:00,0.1604973,6.520087,238.5593,-6.526427,13.62418,-6.116016,0.008,0.0999999899999999,0.0008,-7.366666999999999,-9.108333,-8.983333,-9.908334,-1.813612,0.1691139999999999,33
2021-01-15 00:09:00,0.1605631999999999,6.507938,238.613,-6.597907,13.62418,-6.127312,0.008,0.0999999899999999,0.0008,-7.4,-9.091666,-9.008333,-9.966666,-1.708058,0.1695033,33
2021-01-15 00:10:00,0.1602858,6.493968,238.2278,-6.622425,13.62372,-6.138607,0.008,0.0999999899999999,0.0008,-7.466667,-9.2,-9.083333,-10.01667,-1.708058,0.1686322,33
2021-01-15 00:11:00,0.1603287999999999,6.502205,238.1827,-6.576923,13.62005,-6.138607,0.0066666659999999,0.0999999899999999,0.0007333332999999,-7.483333,-9.2,-9.125,-10.05,-1.784825,0.1686914999999999,33
2021-01-15 00:12:00,0.1603206,6.512755,238.2008,-6.540823,13.62418,-6.153859,0.007333333,0.0999999899999999,0.0006666667,-7.5,-9.175,-9.116667,-10.09167,-1.890379,0.1697786,33
2021-01-15 00:13:00,0.1604589999999999,6.506433,238.2621,-6.508488,13.62418,-6.158943,0.004666667,0.0999999899999999,0.0004666666999999,-7.574999,-9.233333,-9.183333,-10.10833,-1.995933,0.1693828,33
2021-01-15 00:14:00,0.1599878999999999,6.494386,238.0543,-6.542976,13.62326,-6.158943,0.007333333,0.0999999899999999,0.0007333332999999,-7.7,-9.3,-9.2,-10.15833,-2.120679,0.1689426,33
2021-01-15 00:15:00,0.1599669,6.482689,238.0427,-6.555649,13.62418,-6.166473,0.008,0.0999999899999999,0.0008,-7.7,-9.308333,-9.2,-10.075,-2.207042,0.1697777,33
2021-01-15 00:16:00,0.160139,6.49436,238.0466,-6.536972,13.62372,-6.181534,0.008,0.0999999899999999,0.0008,-7.716667,-9.35,-9.241666,-10.14167,-2.350979,0.1693404,33
2021-01-15 00:17:00,0.1601452999999999,6.474821,238.1333,-6.341827,13.62418,-6.181534,0.005333334,0.0999999899999999,0.0005999999999999,-7.599999999999999,-9.35,-9.25,-10.13333,-2.360575,0.1686781,33
2021-01-15 00:18:00,0.1604687999999999,6.478032,238.2811,-6.253606,13.62418,-6.187182,0.008,0.0999999899999999,0.0007333332999999,-7.558333,-9.308333,-9.25,-10.14167,-2.322191,0.1684778,33
2021-01-15 00:19:00,0.1602542999999999,6.502669,238.1915,-6.173035,13.62418,-6.204128,0.007333333,0.0999999899999999,0.0008,-7.449999,-9.266666,-9.216666,-10.14167,-2.303,0.1692543,33
