utc_measured_on,ac_power_inv_28678,dc_power_inv_28678,dc_voltage_inv_28678,temperature_inverter_inv_28678,temperature_inverter_inv_28678_2,ac_power_inv_28679,dc_power_inv_28679,dc_voltage_inv_28679,temperature_inverter_inv_28679,temperature_inverter_inv_28679_2,temperature_ambient_o_5200,irradiance_ghi_o_5200,irradiance_poa_o_5200,temperature_module_o_5200,temperature_module_o_5200_2,dc_current_meter_3106,ac_energy_other_meter_3106,ac_energy_other_meter_3106_2,ac_power_meter_3106,system_id
2022-01-15 00:00:00,0.0,0.0,6.356,27.252,19.311,0.0,0.0,18.9,-50.078,18.898000000000003,5.304,18.531,20.893,,-1.2459999999999996,1.6,985263.0,60155.0,-0.987,14201
2022-01-15 00:05:00,0.0,0.0,6.46,26.909,18.843,0.0,0.0,18.9,-49.726,18.284,4.903000000000001,18.531,20.893,,-1.3820000000000003,1.6,985263.0,60155.0,-1.024,14201
2022-01-15 00:10:00,0.0,0.0,6.648,26.546,18.366000000000003,0.0,0.0,18.9,-49.579,17.657,4.761,18.531,20.893,,-1.4719999999999998,1.6,985263.0,60155.0,-1.032,14201
2022-01-15 00:15:00,0.0,0.0,6.776,26.169,17.914,0.0,0.0,18.9,-50.661,17.166,4.605,18.531,20.893,,-1.4999999999999996,1.6,985263.0,60155.0,-1.037,14201
2022-01-15 00:20:00,0.0,0.0,6.918,25.804,17.525999999999996,0.0,0.0,18.9,-50.577,16.616,4.109,18.531,20.893,,-1.515,1.6,985263.0,60155.0,-1.015,14201
2022-01-15 00:25:00,0.0,0.0,7.158,25.458,17.125999999999998,0.0,0.0,18.9,-49.739,16.144,4.113,18.531,20.893,,-1.6070000000000009,1.6,985263.0,60155.0,-1.031,14201
2022-01-15 00:30:00,0.0,0.0,7.3,24.991,16.737000000000002,0.0,0.0,18.9,-48.872,15.81,4.359000000000002,18.531,20.893,,-1.6949999999999992,1.6,985263.0,60155.0,-1.031,14201
2022-01-15 00:35:00,0.0,0.0,7.416,24.559,16.383,0.0,0.0,18.9,-47.919,15.394000000000002,4.205000000000002,18.531,20.893,,-1.6680000000000008,1.6,985263.0,60155.0,-1.053,14201
2022-01-15 00:40:00,0.0,0.0,7.469,24.191000000000003,16.083,0.0,0.0,18.9,-47.859,14.935999999999998,3.5859999999999994,18.531,20.893,,-1.515,1.6,985263.0,60155.0,-1.031,14201
2022-01-15 00:45:00,0.0,0.0,7.503999999999999,23.83,15.792000000000002,0.0,0.0,18.9,-46.773,14.556000000000004,4.344000000000001,18.531,20.893,,-1.5549999999999995,1.6,985263.0,60155.0,-1.008,14201
2022-01-15 00:50:00,0.0,0.0,7.763,23.504,15.505,0.0,0.0,18.9,-46.748,14.183000000000002,4.510000000000002,18.531,20.893,,-1.743999999999999,1.6,985263.0,60155.157,-1.026,14201
2022-01-15 00:55:00,0.0,0.0,7.817999999999999,23.177,15.186,0.0,0.0,18.9,-46.604000000000006,13.841,3.919999999999999,18.531,20.893,,-1.826,1.6,985263.0,60156.0,-1.025,14201
2022-01-15 01:00:00,0.0,0.0,7.881999999999999,22.904,14.859999999999998,0.0,0.0,18.9,-46.514,13.518,3.680999999999999,18.531,20.893,,-1.981,1.6,985263.0,60156.0,-1.043,14201
2022-01-15 01:05:00,0.0,0.0,7.961999999999998,22.598,14.564999999999998,0.0,0.0,18.9,-47.045,13.195,4.294,18.531,20.893,,-2.119999999999999,1.6,985263.0,60156.0,-1.071,14201
2022-01-15 01:10:00,0.0,0.0,7.989,22.283,14.271000000000004,0.0,0.0,18.9,-47.141,12.908,4.615000000000001,18.531,20.893,,-2.176,1.6,985263.0,60156.0,-1.045,14201
2022-01-15 01:15:00,0.0,0.0,8.038999999999998,22.0,14.002999999999998,0.0,0.0,18.9,-48.108,12.622,4.668,18.531,20.893,,-2.1720000000000006,1.6,985263.0,60156.0,-1.054,14201
2022-01-15 01:20:00,0.0,0.0,8.217,21.688,13.681,0.0,0.0,18.9,-48.449000000000005,12.349999999999998,4.009,18.531,20.893,,-2.261000000000001,1.6,985263.0,60156.0,-1.03,14201
2022-01-15 01:25:00,0.0,0.0,8.326,21.403,13.461,0.0,0.0,18.9,-48.453,12.073999999999998,3.9979999999999984,18.531,20.893,,-2.299000000000001,1.6,985263.0,60156.0,-0.996,14201
2022-01-15 01:30:00,0.0,0.0,8.582,21.114,13.194,0.0,0.0,18.9,-48.649,11.867,4.217999999999999,18.531,20.893,,-2.301,1.6,985263.0,60156.0,-0.987,14201
2022-01-15 01:35:00,0.0,0.0,8.797,20.876999999999995,12.906999999999998,0.0,0.0,18.9,-48.549,11.716,4.459000000000001,18.531,20.893,,-2.2110000000000003,1.6,985263.0,60156.0,-1.022,14201
2022-01-15 01:40:00,0.0,0.0,8.896,20.558000000000003,12.597,0.0,0.0,18.9,-48.379,11.563,3.895999999999999,18.531,20.893,,-2.248,1.6,985263.0,60156.0,-1.048,14201
2022-01-15 01:45:00,0.0,0.0,8.907999999999998,20.273,12.391,0.0,0.0,18.9,-48.54299999999999,11.355,3.1820000000000013,18.531,20.893,,-2.4650000000000007,1.6,985263.0,60156.0,-0.999,14201
2022-01-15 01:50:00,0.0,0.0,9.083,19.883,12.146,0.0,0.0,18.9,-49.059,11.162,3.5890000000000004,18.531,20.893,,-2.462,1.6,985263.0,60156.515,-1.028,14201
2022-01-15 01:55:00,0.0,0.0,9.118,19.595,11.896,0.0,0.0,18.9,-49.475,10.963,3.7609999999999975,18.531,20.893,,-2.1419999999999995,1.6,985263.0,60157.0,-1.074,14201
