measured_on,ac_current__588,ac_power__584,ac_voltage__587,ambient_temp__589,das_battery_voltage__595,das_temp__594,dc_pos_current__586,dc_pos_voltage__585,dc_power__583,inverter_temp__593,module_temp_1__590,module_temp_2__591,module_temp_3__592,poa_irradiance__582,power_factor__596,system_id
2020-04-15 00:00:00,0.1622437999999999,6.792451,244.8872,0.5556028,13.39909,0.9328448,0.002666667,0.1083332999999999,0.0002666667,0.03333334,-2.116667,-1.583333,-1.733333,-1.775229,0.1694581,33
2020-04-15 00:01:00,0.1621197,6.805546,244.8288,0.8792341,13.39634,0.9260674,0.003333333,0.1083332999999999,0.0004,0.1583333,-2.025,-1.525,-1.633333,-1.736846,0.1697857,33
2020-04-15 00:02:00,0.1620678,6.770084,244.775,1.013848,13.39772,0.9034767,0.002666667,0.1083332999999999,0.0002,0.2166666999999999,-1.991667,-1.5,-1.583333,-1.640887,0.1697987,33
2020-04-15 00:03:00,0.1619256,6.773775,244.7315,1.091717,13.39772,0.9034767,0.003333333,0.0999999899999999,0.0004,0.2583332999999999,-2.008333,-1.475,-1.533333,-1.592908,0.1707068999999999,33
2020-04-15 00:04:00,0.1620592999999999,6.763035,244.7403,1.085949,13.39726,0.9034767,0.006,0.1083332999999999,0.0005333332999999,0.1499999999999999,-2.075,-1.55,-1.575,-1.640887,0.1703658999999999,33
2020-04-15 00:05:00,0.1622329999999999,6.814087,244.9463,0.5712523999999999,13.39772,0.8865298999999999,0.003333333,0.0999999899999999,0.0003333333999999,-0.05833333,-2.183333,-1.625,-1.741667,-1.698462,0.1697187,33
2020-04-15 00:06:00,0.1623099,6.800254,244.9428,-0.2011545999999999,13.39772,0.8831406,0.003333333,0.1166667,0.0004666666999999,-0.3499999999999999,-2.308333,-1.758333,-1.891667,-1.899975,0.1699687,33
2020-04-15 00:07:00,0.1622946999999999,6.79251,244.9913,-0.3461908,13.39772,0.8797519,0.003333333,0.0999999899999999,0.0003333333999999,-0.5,-2.366667,-1.841667,-1.95,-2.091892,0.1704601,33
2020-04-15 00:08:00,0.1623115,6.792718,244.9374,-0.3024609999999999,13.39772,0.8628082,0.006,0.1166667,0.0006666667,-0.4833333,-2.458333,-1.883333,-2.116667,-2.235829,0.1697207,33
2020-04-15 00:09:00,0.1622115,6.769049,244.9406,-0.2034503,13.39818,0.8628082,0.002,0.1083332999999999,0.0002,-0.4666666999999999,-2.516667,-1.966667,-2.158333,-2.350979,0.1700113,33
2020-04-15 00:10:00,0.1622444,6.813386,245.0095,-0.2445626999999999,13.39818,0.8477478,0.004666667,0.1083332999999999,0.0004,-0.525,-2.65,-2.125,-2.3,-2.379767,0.1694619,33
2020-04-15 00:11:00,0.1620792,6.81714,244.9378,-0.3019802999999999,13.39588,0.8402176,0.004,0.125,0.0005333332999999,-0.5666666999999999,-2.75,-2.191667,-2.391667,-2.600471,0.1703461,33
2020-04-15 00:12:00,0.1621927,6.801256,244.9231,-0.2213624999999999,13.39818,0.8283548,0.002666667,0.1083332999999999,0.0002,-0.5749999999999998,-2.691667,-2.108333,-2.308333,-2.629258,0.1695668999999999,33
2020-04-15 00:13:00,0.1621649,6.791374,244.8137,-0.04922159,13.39818,0.8198813999999999,0.004,0.1166667,0.0004666666999999,-0.525,-2.575,-1.991667,-2.141667,-2.600471,0.1697864,33
2020-04-15 00:14:00,0.1621798999999999,6.788311,244.7966,0.0513227299999999,13.39818,0.8142338,0.002666667,0.0999999899999999,0.0004,-0.45,-2.541667,-1.958333,-2.1,-2.446937,0.1697335,33
2020-04-15 00:15:00,0.1621995,6.777086,244.7861,0.2372948,13.39818,0.7972907999999999,0.004666667,0.0999999899999999,0.0004666666999999,-0.325,-2.541667,-1.983333,-2.108333,-2.341383,0.1694224,33
2020-04-15 00:16:00,0.1621489,6.800238,244.8447,-0.1171761999999999,13.39818,0.7939021,0.005333334,0.1166667,0.0005999999999999,-0.4333332999999999,-2.575,-2.066667,-2.233333,-2.149467,0.170412,33
2020-04-15 00:17:00,0.1621605999999999,6.771614,244.8368,-0.4172057,13.39818,0.7786528,0.004666667,0.1083332999999999,0.0005999999999999,-0.6083332999999999,-2.733333,-2.233333,-2.375,-2.149467,0.1694481999999999,33
2020-04-15 00:18:00,0.1620207999999999,6.794016,244.7677,-0.5497906999999999,13.39818,0.7769585,0.003333333,0.1083332999999999,0.0003333333999999,-0.7333332999999999,-2.775,-2.308333,-2.5,-2.312596,0.1696555999999999,33
2020-04-15 00:19:00,0.1619348999999999,6.76482,244.5905,-0.7165152,13.39818,0.7600147999999999,0.003333333,0.0999999899999999,0.0003333333999999,-0.8499999999999999,-2.891667,-2.366667,-2.591667,-2.398958,0.169775,33
2020-04-15 00:20:00,0.1620712,6.80209,244.753,-0.8013995,13.39818,0.7547433,0.004666667,0.125,0.0005333332999999,-0.9083333,-2.975,-2.4,-2.691667,-2.485321,0.1701119,33
2020-04-15 00:21:00,0.1620919,6.792795,244.7869,-0.8974446999999999,13.39863,0.7340317,0.003333333,0.1333332999999999,0.0005333332999999,-0.925,-3.033333,-2.433333,-2.8,-2.514108,0.1707519999999999,33
2020-04-15 00:22:00,0.1621629,6.823358,244.8324,-1.124777,13.40001,0.7340317,0.002,0.1416667,0.0004,-1.058333,-3.091666,-2.55,-2.95,-2.475725,0.1706546999999999,33
2020-04-15 00:23:00,0.1620998999999999,6.794744,244.7446,-1.213264,13.40184,0.7136993,0.004,0.125,0.0004666666999999,-1.116667,-3.141666,-2.583333,-2.95,-2.581279,0.1706454,33
2020-04-15 00:24:00,0.1619858999999999,6.765317,244.69,-1.167275,13.40184,0.6967535,0.005333334,0.1416667,0.0007333332999999,-1.166667,-3.125,-2.591667,-2.966666,-2.523704,0.1702114,33
2020-04-15 00:25:00,0.1620827,6.806468,244.7717,-1.172985,13.40322,0.6860218,0.002666667,0.1166667,0.0004,-1.091667,-3.166667,-2.6,-3.041667,-2.514108,0.1700974,33
2020-04-15 00:26:00,0.1621758,6.790358,244.7843,-1.233361,13.40368,0.6670074,0.004,0.1333332999999999,0.0004666666999999,-1.125,-3.15,-2.591667,-3.041667,-2.427746,0.1697829999999999,33
2020-04-15 00:27:00,0.1623542,6.804499,244.955,-1.295733,13.40368,0.6481818999999999,0.0066666659999999,0.1333332999999999,0.0008666667,-1.183333,-3.2,-2.608333,-3.1,-2.350979,0.1704621,33
2020-04-15 00:28:00,0.162358,6.813338,244.9655,-1.335934,13.40368,0.6312351,0.004,0.1333332999999999,0.0005999999999999,-1.275,-3.25,-2.708333,-3.25,-2.389362,0.1697800999999999,33
2020-04-15 00:29:00,0.1621601,6.789955,244.7841,-1.367228,13.40368,0.6109021,0.003333333,0.1083332999999999,0.0003333333999999,-1.291667,-3.308333,-2.766666,-3.3,-2.466129,0.1696078,33
2020-04-15 00:30:00,0.1622786,6.784986,244.8752,-1.380527,13.40413,0.5962180999999999,0.003333333,0.1166667,0.0003333333999999,-1.358333,-3.35,-2.791666,-3.333333,-2.571683,0.1702810999999999,33
2020-04-15 00:31:00,0.1621470999999999,6.754868,244.8149,-1.381074,13.40872,0.5747547,0.003333333,0.1166667,0.0004,-1.375,-3.308333,-2.833333,-3.316667,-2.619662,0.1695501,33
2020-04-15 00:32:00,0.1620627,6.791898,244.7302,-1.193403,13.40918,0.5589389999999999,0.003333333,0.125,0.0005333332999999,-1.25,-3.183333,-2.7,-3.133333,-2.619662,0.1697702,33
